date,warehouse_id,product_id,current_stock,temperature,temp_alert,low_stock_alert,anomaly_score,is_anomaly
2024-04-21,W03,P0035,532,23.82933929866079,0,0,1,0
2024-04-28,W03,P0035,654,23.640611176372307,0,0,1,0
2024-05-05,W03,P0035,9,23.86036156989472,0,1,1,0
2024-05-12,W03,P0035,177,21.602165937704584,0,0,1,0
2024-05-19,W03,P0035,686,21.80056425035209,0,0,1,0
2024-05-26,W03,P0035,249,21.784102750806344,0,0,1,0
2024-06-02,W03,P0035,559,24.48241535583516,0,0,1,0
2024-06-09,W03,P0035,290,20.782575070630656,0,0,1,0
2024-06-16,W03,P0035,346,24.07129052435112,0,0,1,0
2024-06-23,W03,P0035,427,22.53917904851172,0,0,1,0
2024-06-30,W03,P0035,874,21.79140337936859,0,0,1,0
2024-07-07,W03,P0035,349,25.03627328571495,1,0,1,0
2024-07-14,W03,P0035,523,22.81386738673657,0,0,1,0
2024-07-21,W03,P0035,615,20.186631636839323,0,0,1,0
2024-07-28,W03,P0035,351,24.0975100505532,0,0,1,0
2024-08-04,W03,P0035,715,20.57301621082077,0,0,1,0
2024-08-11,W03,P0035,915,21.05057007225138,0,0,1,0
2024-08-18,W03,P0035,469,24.081951526126407,0,0,1,0
2024-08-25,W03,P0035,371,19.37002120905685,0,0,1,0
2024-09-01,W03,P0035,313,23.36407298144295,0,0,1,0
2024-09-08,W03,P0035,767,20.153018068459165,0,0,1,0
2024-09-15,W03,P0035,412,19.61592209329272,0,0,1,0
2024-09-22,W03,P0035,618,19.28666726451093,0,0,1,0
2024-09-29,W03,P0035,661,24.637054581619267,0,0,1,0
2024-10-06,W03,P0035,545,27.371034383644474,1,0,-1,1
2024-10-13,W03,P0035,456,25.709281632248228,1,0,1,0
2024-10-20,W03,P0035,818,23.2548842699644,0,0,1,0
2024-10-27,W03,P0035,539,21.97348957066716,0,0,1,0
2024-11-03,W03,P0035,537,24.131519703812923,0,0,1,0
2024-11-10,W03,P0035,146,25.58479068138548,1,0,1,0
2024-11-17,W03,P0035,304,21.21405993536987,0,0,1,0
2024-11-24,W03,P0035,25,22.392455209844567,0,1,1,0
2024-12-01,W03,P0035,99,22.630615457128894,0,1,1,0
2024-12-08,W03,P0035,646,20.889970765019022,0,0,1,0
2024-12-15,W03,P0035,469,23.09528300461853,0,0,1,0
2024-12-22,W03,P0035,820,22.934624968300184,0,0,1,0
2024-12-29,W03,P0035,235,21.324272037738016,0,0,1,0
2025-01-05,W03,P0035,824,23.252649959162937,0,0,1,0
2025-01-12,W03,P0035,46,23.033702141227693,0,1,1,0
2025-01-19,W03,P0035,498,21.075605154082428,0,0,1,0
2025-01-26,W03,P0035,602,20.42417979194037,0,0,1,0
2025-02-02,W03,P0035,493,22.732527677989243,0,0,1,0
2025-02-09,W03,P0035,927,20.84706317300365,0,0,1,0
2025-02-16,W03,P0035,236,25.251969348726817,1,0,1,0
2025-02-23,W03,P0035,570,22.949847394547067,0,0,1,0
2025-03-02,W03,P0035,766,22.3097126551951,0,0,1,0
2025-03-09,W03,P0035,456,24.639692981891933,0,0,1,0
2025-03-16,W03,P0035,783,26.747461258206844,1,0,-1,1
2025-03-23,W03,P0035,698,25.92485882820564,1,0,1,0
2025-03-30,W03,P0035,350,21.48746837830281,0,0,1,0
2025-04-06,W03,P0035,712,21.456557665615698,0,0,1,0
2025-04-13,W03,P0035,84,18.40020681748556,0,1,-1,1
2025-04-20,W03,P0035,267,19.32408330178823,0,0,1,0
2025-04-27,W03,P0035,970,19.027674832767065,0,0,1,0
2025-05-04,W03,P0035,254,19.10320312520783,0,0,1,0
2025-05-11,W03,P0035,422,19.329070637112707,0,0,1,0
2025-05-18,W03,P0035,13,18.331152132803137,0,1,-1,1
2025-05-25,W03,P0035,940,21.19932807000471,0,0,1,0
2025-06-01,W03,P0035,848,20.5246973324124,0,0,1,0
2025-06-08,W03,P0035,573,20.75642129330015,0,0,1,0
2025-06-15,W03,P0035,846,19.89508633382177,0,0,1,0
2025-06-22,W03,P0035,897,19.523970980605945,0,0,1,0
2025-06-29,W03,P0035,775,23.86315919706372,0,0,1,0
2025-07-06,W03,P0035,418,20.503673486358764,0,0,1,0
2025-07-13,W03,P0035,981,26.084477801922223,1,0,-1,1
2025-07-20,W03,P0035,89,18.860083414838545,0,1,1,0
2025-07-27,W03,P0035,889,23.07680357412181,0,0,1,0
2025-08-03,W03,P0035,375,24.4149052677578,0,0,1,0
2025-08-10,W03,P0035,31,25.227085251353422,1,1,1,0
2025-08-17,W03,P0035,793,22.049033220314563,0,0,1,0
2025-08-24,W03,P0035,898,24.13627307609321,0,0,1,0
2025-08-31,W03,P0035,672,22.82300030961071,0,0,1,0
2025-09-07,W03,P0035,977,22.476831128667964,0,0,1,0
2025-09-14,W03,P0035,358,20.32053843686285,0,0,1,0
2025-09-21,W03,P0035,722,25.088921545566745,1,0,1,0
2025-09-28,W03,P0035,759,23.78044299141136,0,0,1,0
2025-10-05,W03,P0035,419,20.20467074468338,0,0,1,0
2025-10-12,W03,P0035,85,21.206418071501336,0,1,1,0
2025-10-19,W03,P0035,494,21.12242801726354,0,0,1,0
2025-10-26,W03,P0035,880,23.06982694154492,0,0,1,0
2025-11-02,W03,P0035,963,23.61605514129866,0,0,1,0
2025-11-09,W03,P0035,12,21.97756230792032,0,1,1,0
2025-11-16,W03,P0035,757,23.26929088507051,0,0,1,0
2025-11-23,W03,P0035,357,24.4833301669756,0,0,1,0
2025-11-30,W03,P0035,670,19.46046504293401,0,0,1,0
2024-01-07,W03,P0028,818,23.107901533755925,0,0,1,0
2024-01-14,W03,P0028,433,20.16855372365462,0,0,1,0
2024-01-21,W03,P0028,173,21.19727363104344,0,0,1,0
2024-01-28,W03,P0028,400,21.23750728715315,0,0,1,0
2024-02-04,W03,P0028,435,22.29587892993841,0,0,1,0
2024-02-11,W03,P0028,613,21.633146695496567,0,0,1,0
2024-02-18,W03,P0028,925,19.15793460761568,0,0,1,0
2024-02-25,W03,P0028,563,29.318057488473617,1,0,-1,1
2024-03-03,W03,P0028,201,22.005260285810987,0,0,1,0
2024-03-10,W03,P0028,543,18.340737148216203,0,0,1,0
2024-03-17,W03,P0028,148,23.23884086645557,0,0,1,0
2024-03-24,W03,P0028,553,23.28725942708916,0,0,1,0
2024-03-31,W03,P0028,988,18.83756611863185,0,0,-1,1
2024-04-07,W03,P0028,597,23.585913950110186,0,0,1,0
2024-04-14,W03,P0028,507,21.230104548370647,0,0,1,0
2024-04-21,W03,P0028,444,20.793267121405,0,0,1,0
2024-04-28,W03,P0028,934,22.4401705668606,0,0,1,0
2024-05-05,W03,P0028,71,22.48189196573409,0,1,1,0
2024-05-12,W03,P0028,25,23.530675250508583,0,1,1,0
2024-05-19,W03,P0028,970,21.77578894391458,0,0,1,0
2024-05-26,W03,P0028,834,20.15364776410418,0,0,1,0
2024-06-02,W03,P0028,934,24.74576968264567,0,0,1,0
2024-06-09,W03,P0028,695,22.81695872072229,0,0,1,0
2024-06-16,W03,P0028,540,21.72240071767182,0,0,1,0
2024-06-23,W03,P0028,711,22.48410253677117,0,0,1,0
2024-06-30,W03,P0028,832,22.558888523159386,0,0,1,0
2024-07-07,W03,P0028,70,23.647630042613464,0,1,1,0
2024-07-14,W03,P0028,794,21.9871432198522,0,0,1,0
2024-07-21,W03,P0028,529,22.794519322303643,0,0,1,0
2024-07-28,W03,P0028,147,23.252950625955943,0,0,1,0
2024-08-04,W03,P0028,936,21.464712590237507,0,0,1,0
2024-08-11,W03,P0028,160,26.45369834355408,1,0,-1,1
2024-08-18,W03,P0028,756,21.330564747426788,0,0,1,0
2024-08-25,W03,P0028,317,24.52525994213551,0,0,1,0
2024-09-01,W03,P0028,968,22.475903730732487,0,0,1,0
2024-09-08,W03,P0028,715,18.9207410697421,0,0,1,0
2024-09-15,W03,P0028,28,22.88460672226561,0,1,1,0
2024-09-22,W03,P0028,799,21.55754697866399,0,0,1,0
2024-09-29,W03,P0028,884,24.83216578511602,0,0,1,0
2024-10-06,W03,P0028,467,22.994257753761698,0,0,1,0
2024-10-13,W03,P0028,719,23.13838490070247,0,0,1,0
2024-10-20,W03,P0028,753,21.5143958115959,0,0,1,0
2024-10-27,W03,P0028,801,21.16459127600814,0,0,1,0
2024-11-03,W03,P0028,763,22.201690300653173,0,0,1,0
2024-11-10,W03,P0028,82,19.194679072710848,0,1,1,0
2024-11-17,W03,P0028,686,22.25711582327444,0,0,1,0
2024-11-24,W03,P0028,667,18.243547502106967,0,0,1,0
2024-12-01,W03,P0028,897,18.65588370109817,0,0,1,0
2024-12-08,W03,P0028,954,22.546532245745748,0,0,1,0
2024-12-15,W03,P0028,747,23.80846042707873,0,0,1,0
2024-12-22,W03,P0028,518,19.6191330971976,0,0,1,0
2024-12-29,W03,P0028,204,21.834594377111536,0,0,1,0
2025-01-05,W03,P0028,444,21.756041554557108,0,0,1,0
2025-01-12,W03,P0028,658,25.632135766086275,1,0,1,0
2025-01-19,W03,P0028,809,22.72106651844234,0,0,1,0
2025-01-26,W03,P0028,419,22.141280868552023,0,0,1,0
2025-02-02,W03,P0028,131,24.84054880690169,0,0,1,0
2025-02-09,W03,P0028,369,25.739871314032616,1,0,1,0
2025-02-16,W03,P0028,263,22.273770588913003,0,0,1,0
2025-02-23,W03,P0028,408,22.583633563670656,0,0,1,0
2025-03-02,W03,P0028,943,22.87169934536488,0,0,1,0
2025-03-09,W03,P0028,221,23.35062815251785,0,0,1,0
2025-03-16,W03,P0028,412,23.56979149816592,0,0,1,0
2025-03-23,W03,P0028,783,22.144075389559006,0,0,1,0
2025-03-30,W03,P0028,517,25.40075982623558,1,0,1,0
2025-04-06,W03,P0028,191,19.441676128501605,0,0,1,0
2025-04-13,W03,P0028,745,22.370519800336613,0,0,1,0
2025-04-20,W03,P0028,214,22.8221733994572,0,0,1,0
2025-04-27,W03,P0028,631,19.96634383342122,0,0,1,0
2025-05-04,W03,P0028,976,19.710890502081384,0,0,1,0
2025-05-11,W03,P0028,690,21.760283863482208,0,0,1,0
2025-05-18,W03,P0028,124,21.48920992752962,0,0,1,0
2025-05-25,W03,P0028,340,21.985168746899216,0,0,1,0
2025-06-01,W03,P0028,343,22.20584039996432,0,0,1,0
2025-06-08,W03,P0028,198,23.05164348628248,0,0,1,0
2025-06-15,W03,P0028,61,24.15322069000811,0,1,1,0
2025-06-22,W03,P0028,907,22.50870920092952,0,0,1,0
2025-06-29,W03,P0028,492,25.369747321481512,1,0,1,0
2025-07-06,W03,P0028,624,24.57504837995164,0,0,1,0
2025-07-13,W03,P0028,660,26.51348001096689,1,0,-1,1
2025-07-20,W03,P0028,110,22.18044425395599,0,0,1,0
2025-07-27,W03,P0028,112,23.085598997020977,0,0,1,0
2025-08-03,W03,P0028,465,23.177823298209823,0,0,1,0
2025-08-10,W03,P0028,580,23.45724604862295,0,0,1,0
2025-08-17,W03,P0028,242,19.07568985041575,0,0,1,0
2025-08-24,W03,P0028,341,20.62883923604217,0,0,1,0
2025-08-31,W03,P0028,982,21.24999067999814,0,0,1,0
2025-09-07,W03,P0028,965,22.77681754075407,0,0,1,0
2025-09-14,W03,P0028,762,18.506800881879048,0,0,1,0
2025-09-21,W03,P0028,784,25.288110645176644,1,0,1,0
2025-09-28,W03,P0028,632,23.1259578650906,0,0,1,0
2025-10-05,W03,P0028,274,21.58899719175985,0,0,1,0
2025-10-12,W03,P0028,53,23.39435106935809,0,1,1,0
2025-10-19,W03,P0028,493,21.67894967890709,0,0,1,0
2025-10-26,W03,P0028,165,23.33390553001433,0,0,1,0
2025-11-02,W03,P0028,120,21.64968571975789,0,0,1,0
2025-11-09,W03,P0028,875,22.03448153808567,0,0,1,0
2025-11-16,W03,P0028,266,20.73538639161174,0,0,1,0
2025-11-23,W03,P0028,139,23.91062901493884,0,0,1,0
2025-11-30,W03,P0028,120,20.07603828858858,0,0,1,0
2024-01-07,W03,P0005,256,21.57871047172613,0,0,1,0
2024-01-14,W03,P0005,987,22.475739570510985,0,0,1,0
2024-01-21,W03,P0005,843,20.14668035236109,0,0,1,0
2024-01-28,W03,P0005,966,20.896911060653245,0,0,1,0
2024-02-04,W03,P0005,761,19.82382905187076,0,0,1,0
2024-02-11,W03,P0005,546,21.837560794416703,0,0,1,0
2024-02-18,W03,P0005,591,19.190153081462807,0,0,1,0
2024-02-25,W03,P0005,847,20.28937238780025,0,0,1,0
2024-03-03,W03,P0005,773,19.899285650772924,0,0,1,0
2024-03-10,W03,P0005,603,21.368892995198262,0,0,1,0
2024-03-17,W03,P0005,290,22.17262971881593,0,0,1,0
2024-03-24,W03,P0005,8,21.362508593587005,0,1,1,0
2024-03-31,W03,P0005,790,23.33466578784072,0,0,1,0
2024-04-07,W03,P0005,685,21.0984680195454,0,0,1,0
2024-04-14,W03,P0005,672,23.30252693849601,0,0,1,0
2024-04-21,W03,P0005,397,20.20065067005607,0,0,1,0
2024-04-28,W03,P0005,216,21.89195575554822,0,0,1,0
2024-05-05,W03,P0005,306,20.87242885338297,0,0,1,0
2024-05-12,W03,P0005,27,26.394450807592666,1,1,-1,1
2024-05-19,W03,P0005,149,21.90233125348457,0,0,1,0
2024-05-26,W03,P0005,152,21.888859417838376,0,0,1,0
2024-06-02,W03,P0005,262,22.147907321561124,0,0,1,0
2024-06-09,W03,P0005,248,22.515823330735167,0,0,1,0
2024-06-16,W03,P0005,414,23.1361000030321,0,0,1,0
2024-06-23,W03,P0005,709,24.273912705443035,0,0,1,0
2024-06-30,W03,P0005,341,20.56468106013176,0,0,1,0
2024-07-07,W03,P0005,8,24.04296179163497,0,1,1,0
2024-07-14,W03,P0005,930,21.009317290272005,0,0,1,0
2024-07-21,W03,P0005,766,20.86217815268006,0,0,1,0
2024-07-28,W03,P0005,570,20.7789084558657,0,0,1,0
2024-08-04,W03,P0005,854,23.02020062649796,0,0,1,0
2024-08-11,W03,P0005,792,25.647191608966423,1,0,1,0
2024-08-18,W03,P0005,933,22.50784592867308,0,0,1,0
2024-08-25,W03,P0005,94,16.455707578514527,0,1,-1,1
2024-09-01,W03,P0005,956,23.071542746834226,0,0,1,0
2024-09-08,W03,P0005,730,20.561997835780755,0,0,1,0
2024-09-15,W03,P0005,960,19.750881857243847,0,0,1,0
2024-09-22,W03,P0005,885,23.234598734558567,0,0,1,0
2024-09-29,W03,P0005,662,23.10275440260272,0,0,1,0
2024-10-06,W03,P0005,77,22.171697042398574,0,1,1,0
2024-10-13,W03,P0005,370,22.266294843481223,0,0,1,0
2024-10-20,W03,P0005,921,20.924325441771543,0,0,1,0
2024-10-27,W03,P0005,183,19.811516297684623,0,0,1,0
2024-11-03,W03,P0005,720,21.379979227719936,0,0,1,0
2024-11-10,W03,P0005,197,24.26561880778612,0,0,1,0
2024-11-17,W03,P0005,917,20.817344141730462,0,0,1,0
2024-11-24,W03,P0005,933,21.497704969631485,0,0,1,0
2024-12-01,W03,P0005,227,23.03514955122544,0,0,1,0
2024-12-08,W03,P0005,222,22.660314011183285,0,0,1,0
2024-12-15,W03,P0005,220,23.905036646062605,0,0,1,0
2024-12-22,W03,P0005,421,21.17753365150472,0,0,1,0
2024-12-29,W03,P0005,524,20.167395254535577,0,0,1,0
2025-01-05,W03,P0005,858,20.68516610467367,0,0,1,0
2025-01-12,W03,P0005,941,20.57989524004526,0,0,1,0
2025-01-19,W03,P0005,301,20.35352917114366,0,0,1,0
2025-01-26,W03,P0005,515,21.82804395648979,0,0,1,0
2025-02-02,W03,P0005,396,22.206868722713185,0,0,1,0
2025-02-09,W03,P0005,472,25.51755743803656,1,0,1,0
2025-02-16,W03,P0005,896,17.216387895264617,0,0,-1,1
2025-02-23,W03,P0005,533,22.41168527745674,0,0,1,0
2025-03-02,W03,P0005,748,18.63866504293076,0,0,1,0
2025-03-09,W03,P0005,311,16.816419639539383,0,0,-1,1
2025-03-16,W03,P0005,274,23.87772760156121,0,0,1,0
2025-03-23,W03,P0005,550,23.802699568540483,0,0,1,0
2025-03-30,W03,P0005,740,23.538232596383263,0,0,1,0
2025-04-06,W03,P0005,880,20.621466546885323,0,0,1,0
2025-04-13,W03,P0005,92,21.83579481995257,0,1,1,0
2025-04-20,W03,P0005,999,21.386284873770457,0,0,1,0
2025-04-27,W03,P0005,553,23.7831749359998,0,0,1,0
2025-05-04,W03,P0005,777,22.44795050934214,0,0,1,0
2025-05-11,W03,P0005,488,23.07991596912552,0,0,1,0
2025-05-18,W03,P0005,603,23.783055951576827,0,0,1,0
2025-05-25,W03,P0005,528,20.677202779127864,0,0,1,0
2025-06-01,W03,P0005,22,25.016816810002965,1,1,1,0
2025-06-08,W03,P0005,661,22.02289090577597,0,0,1,0
2025-06-15,W03,P0005,652,20.713862682021432,0,0,1,0
2025-06-22,W03,P0005,493,20.44697462735485,0,0,1,0
2025-06-29,W03,P0005,951,18.8331786722592,0,0,1,0
2025-07-06,W03,P0005,571,21.723088900986863,0,0,1,0
2025-07-13,W03,P0005,844,18.356913384352897,0,0,1,0
2025-07-20,W03,P0005,41,23.51380072606404,0,1,1,0
2025-07-27,W03,P0005,328,18.97395473200476,0,0,1,0
2025-08-03,W03,P0005,94,21.98497037122296,0,1,1,0
2025-08-10,W03,P0005,796,24.32216928884701,0,0,1,0
2025-08-17,W03,P0005,483,21.01194160474096,0,0,1,0
2025-08-24,W03,P0005,516,24.876946190745205,0,0,1,0
2025-08-31,W03,P0005,6,22.59541139560095,0,1,1,0
2025-09-07,W03,P0005,498,25.21092287068859,1,0,1,0
2025-09-14,W03,P0005,514,23.74294297480208,0,0,1,0
2025-09-21,W03,P0005,339,23.39147881445282,0,0,1,0
2025-09-28,W03,P0005,334,18.816641552887937,0,0,1,0
2025-10-05,W03,P0005,418,21.217993786916143,0,0,1,0
2025-10-12,W03,P0005,903,22.662754814639708,0,0,1,0
2025-10-19,W03,P0005,77,23.623176063224857,0,1,1,0
2025-10-26,W03,P0005,683,21.0562464815543,0,0,1,0
2025-11-02,W03,P0005,839,23.16292933779172,0,0,1,0
2025-11-09,W03,P0005,253,25.58066632335403,1,0,1,0
2025-11-16,W03,P0005,781,18.106861991881217,0,0,1,0
2025-11-23,W03,P0005,640,20.37674281609204,0,0,1,0
2025-11-30,W03,P0005,347,22.348760797165085,0,0,1,0
2024-01-07,W03,P0013,870,24.64116101288448,0,0,1,0
2024-01-14,W03,P0013,559,22.05406028176506,0,0,1,0
2024-01-21,W03,P0013,410,22.973028832008065,0,0,1,0
2024-01-28,W03,P0013,977,20.60709170901596,0,0,1,0
2024-02-04,W03,P0013,673,23.283840271981298,0,0,1,0
2024-02-11,W03,P0013,304,22.20205077566889,0,0,1,0
2024-02-18,W03,P0013,807,21.15108569171737,0,0,1,0
2024-02-25,W03,P0013,224,23.48287086320728,0,0,1,0
2024-03-03,W03,P0013,413,22.909037151370004,0,0,1,0
2024-03-10,W03,P0013,84,24.01637795351537,0,1,1,0
2024-03-17,W03,P0013,229,23.9449746548166,0,0,1,0
2024-03-24,W03,P0013,509,20.88270543021549,0,0,1,0
2024-03-31,W03,P0013,449,21.50826006993729,0,0,1,0
2024-04-07,W03,P0013,273,21.848574972243966,0,0,1,0
2024-04-14,W03,P0013,68,21.39149580704967,0,1,1,0
2024-04-21,W03,P0013,423,21.76659074764996,0,0,1,0
2024-04-28,W03,P0013,404,20.534295140905748,0,0,1,0
2024-05-05,W03,P0013,601,20.878681144796328,0,0,1,0
2024-05-12,W03,P0013,195,23.7816263363664,0,0,1,0
2024-05-19,W03,P0013,952,20.2111182374051,0,0,1,0
2024-05-26,W03,P0013,282,23.09666444093231,0,0,1,0
2024-06-02,W03,P0013,359,22.4174271195103,0,0,1,0
2024-06-09,W03,P0013,650,23.73820158141888,0,0,1,0
2024-06-16,W03,P0013,309,19.145839921899977,0,0,1,0
2024-06-23,W03,P0013,305,22.449238995078066,0,0,1,0
2024-06-30,W03,P0013,114,21.108646142775587,0,0,1,0
2024-07-07,W03,P0013,356,23.127230502981096,0,0,1,0
2024-07-14,W03,P0013,271,20.58354730594832,0,0,1,0
2024-07-21,W03,P0013,456,22.16321631361398,0,0,1,0
2024-07-28,W03,P0013,651,23.14478637568248,0,0,1,0
2024-08-04,W03,P0013,553,22.159743988070783,0,0,1,0
2024-08-11,W03,P0013,332,21.02926104305349,0,0,1,0
2024-08-18,W03,P0013,577,21.79800215374108,0,0,1,0
2024-08-25,W03,P0013,480,21.37551742958524,0,0,1,0
2024-09-01,W03,P0013,666,24.759550522801813,0,0,1,0
2024-09-08,W03,P0013,179,26.74254754802513,1,0,-1,1
2024-09-15,W03,P0013,656,18.220836263421425,0,0,1,0
2024-09-22,W03,P0013,155,22.682135579299214,0,0,1,0
2024-09-29,W03,P0013,985,25.278273839186703,1,0,-1,1
2024-10-06,W03,P0013,158,21.683441670540827,0,0,1,0
2024-10-13,W03,P0013,922,21.98579269083229,0,0,1,0
2024-10-20,W03,P0013,34,21.677496637174663,0,1,1,0
2024-10-27,W03,P0013,352,23.8637468564285,0,0,1,0
2024-11-03,W03,P0013,564,22.01108298037907,0,0,1,0
2024-11-10,W03,P0013,740,21.18287214737237,0,0,1,0
2024-11-17,W03,P0013,732,20.4872182248391,0,0,1,0
2024-11-24,W03,P0013,488,17.19441337525058,0,0,-1,1
2024-12-01,W03,P0013,911,21.868264180713467,0,0,1,0
2024-12-08,W03,P0013,988,20.967721498855123,0,0,1,0
2024-12-15,W03,P0013,334,24.02320482874753,0,0,1,0
2024-12-22,W03,P0013,819,22.308801284441948,0,0,1,0
2024-12-29,W03,P0013,795,21.89406417842252,0,0,1,0
2025-01-05,W03,P0013,577,24.42960588781216,0,0,1,0
2025-01-12,W03,P0013,546,23.12438352519701,0,0,1,0
2025-01-19,W03,P0013,105,22.158958667835364,0,0,1,0
2025-01-26,W03,P0013,212,20.42794908188572,0,0,1,0
2025-02-02,W03,P0013,327,21.592551251480018,0,0,1,0
2025-02-09,W03,P0013,814,22.76721995780375,0,0,1,0
2025-02-16,W03,P0013,123,20.95172872981884,0,0,1,0
2025-02-23,W03,P0013,985,20.85022607513432,0,0,1,0
2025-03-02,W03,P0013,94,21.77206417553154,0,1,1,0
2025-03-09,W03,P0013,95,24.92055550462958,0,1,1,0
2025-03-16,W03,P0013,699,19.50738488051278,0,0,1,0
2025-03-23,W03,P0013,132,20.919826661624423,0,0,1,0
2025-03-30,W03,P0013,361,21.187609886214123,0,0,1,0
2025-04-06,W03,P0013,224,23.003615627816814,0,0,1,0
2025-04-13,W03,P0013,565,22.85796850975716,0,0,1,0
2025-04-20,W03,P0013,128,27.46903049810416,1,0,-1,1
2025-04-27,W03,P0013,724,22.219372101203067,0,0,1,0
2025-05-04,W03,P0013,368,19.211568175522267,0,0,1,0
2025-05-11,W03,P0013,407,22.67636792119176,0,0,1,0
2025-05-18,W03,P0013,638,21.838763317765107,0,0,1,0
2025-05-25,W03,P0013,582,21.077616741175746,0,0,1,0
2025-06-01,W03,P0013,242,25.941534610158016,1,0,1,0
2025-06-08,W03,P0013,202,23.358217263426205,0,0,1,0
2025-06-15,W03,P0013,842,21.851019149381607,0,0,1,0
2025-06-22,W03,P0013,556,22.704399234763457,0,0,1,0
2025-06-29,W03,P0013,194,23.84913556451764,0,0,1,0
2025-07-06,W03,P0013,222,21.083751010028955,0,0,1,0
2025-07-13,W03,P0013,193,23.75052080505844,0,0,1,0
2025-07-20,W03,P0013,964,19.63290949721791,0,0,1,0
2025-07-27,W03,P0013,300,21.41716396193927,0,0,1,0
2025-08-03,W03,P0013,184,19.68481089448285,0,0,1,0
2025-08-10,W03,P0013,403,22.998040784850712,0,0,1,0
2025-08-17,W03,P0013,96,21.46087686904671,0,1,1,0
2025-08-24,W03,P0013,371,23.943673586523808,0,0,1,0
2025-08-31,W03,P0013,501,20.33631175656314,0,0,1,0
2025-09-07,W03,P0013,152,21.2682884186812,0,0,1,0
2025-09-14,W03,P0013,189,26.845704839842107,1,0,-1,1
2025-09-21,W03,P0013,286,22.383974451245656,0,0,1,0
2025-09-28,W03,P0013,116,19.993736611117026,0,0,1,0
2025-10-05,W03,P0013,943,22.917978894015725,0,0,1,0
2025-10-12,W03,P0013,742,21.64178361784511,0,0,1,0
2025-10-19,W03,P0013,668,20.495458525435257,0,0,1,0
2025-10-26,W03,P0013,690,22.62074518181321,0,0,1,0
2025-11-02,W03,P0013,845,22.70598926238237,0,0,1,0
2025-11-09,W03,P0013,915,22.03173084203631,0,0,1,0
2025-11-16,W03,P0013,443,24.06077361449999,0,0,1,0
2025-11-23,W03,P0013,114,23.26283286140964,0,0,1,0
2025-11-30,W03,P0013,211,22.73725628739017,0,0,1,0
2024-01-07,W03,P0020,918,24.873511371077104,0,0,1,0
2024-01-14,W03,P0020,679,22.256409049254103,0,0,1,0
2024-01-21,W03,P0020,234,22.7095554459832,0,0,1,0
2024-01-28,W03,P0020,77,22.75962295523832,0,1,1,0
2024-02-04,W03,P0020,872,23.397483013897663,0,0,1,0
2024-02-11,W03,P0020,457,22.413532999288563,0,0,1,0
2024-02-18,W03,P0020,515,24.461615973685326,0,0,1,0
2024-02-25,W03,P0020,153,24.93421213440185,0,0,1,0
2024-03-03,W03,P0020,669,22.89995769843748,0,0,1,0
2024-03-10,W03,P0020,877,20.307729232681154,0,0,1,0
2024-03-17,W03,P0020,622,20.726381983408903,0,0,1,0
2024-03-24,W03,P0020,947,22.12654132034084,0,0,1,0
2024-03-31,W03,P0020,885,22.580553603199995,0,0,1,0
2024-04-07,W03,P0020,130,20.535887055879783,0,0,1,0
2024-04-14,W03,P0020,184,26.707946869663445,1,0,-1,1
2024-04-21,W03,P0020,481,18.366733861814804,0,0,1,0
2024-04-28,W03,P0020,35,20.826942115188523,0,1,1,0
2024-05-05,W03,P0020,87,24.08488020385141,0,1,1,0
2024-05-12,W03,P0020,471,20.63317768162146,0,0,1,0
2024-05-19,W03,P0020,408,21.651370161711,0,0,1,0
2024-05-26,W03,P0020,0,21.37347068836246,0,1,1,0
2024-06-02,W03,P0020,158,20.814812775339632,0,0,1,0
2024-06-09,W03,P0020,217,20.54340773811242,0,0,1,0
2024-06-16,W03,P0020,886,18.5802361796681,0,0,1,0
2024-06-23,W03,P0020,754,24.99027868168369,0,0,1,0
2024-06-30,W03,P0020,871,21.819137574421507,0,0,1,0
2024-07-07,W03,P0020,766,24.976017167820565,0,0,1,0
2024-07-14,W03,P0020,359,19.91401535122593,0,0,1,0
2024-07-21,W03,P0020,458,20.354765521801617,0,0,1,0
2024-07-28,W03,P0020,188,23.609067513791064,0,0,1,0
2024-08-04,W03,P0020,619,17.936643931535468,0,0,1,0
2024-08-11,W03,P0020,213,21.01343266672379,0,0,1,0
2024-08-18,W03,P0020,849,21.822975385323456,0,0,1,0
2024-08-25,W03,P0020,104,22.890331232893235,0,0,1,0
2024-09-01,W03,P0020,656,22.204325805774342,0,0,1,0
2024-09-08,W03,P0020,373,24.78909719354052,0,0,1,0
2024-09-15,W03,P0020,72,18.555442172922884,0,1,-1,1
2024-09-22,W03,P0020,611,20.74111728778442,0,0,1,0
2024-09-29,W03,P0020,373,16.590939968743523,0,0,-1,1
2024-10-06,W03,P0020,27,21.362759085312387,0,1,1,0
2024-10-13,W03,P0020,626,21.684290368106527,0,0,1,0
2024-10-20,W03,P0020,788,22.59122523155309,0,0,1,0
2024-10-27,W03,P0020,191,20.51197373908279,0,0,1,0
2024-11-03,W03,P0020,536,21.415037922914685,0,0,1,0
2024-11-10,W03,P0020,73,23.010566912269528,0,1,1,0
2024-11-17,W03,P0020,31,20.31284604427797,0,1,1,0
2024-11-24,W03,P0020,265,17.97747040874351,0,0,1,0
2024-12-01,W03,P0020,881,22.215413635389734,0,0,1,0
2024-12-08,W03,P0020,333,20.117514128415035,0,0,1,0
2024-12-15,W03,P0020,576,21.416785816778827,0,0,1,0
