order_id,order_date,supplier_id,product_id,qty_ordered,delivery_days_actual
PO00606,2025-02-12,S008,P0023,254,19
PO00607,2025-04-13,S009,P0044,319,29
PO00608,2024-07-24,S011,P0036,258,19
PO00609,2023-11-14,S014,P0034,474,10
PO00610,2024-11-18,S005,P0010,461,15
PO00611,2024-06-04,S018,P0030,280,13
PO00612,2024-05-24,S018,P0036,469,17
PO00613,2023-12-21,S017,P0032,215,16
PO00614,2025-07-05,S009,P0027,147,15
PO00615,2024-12-16,S015,P0001,237,27
PO00616,2023-12-29,S018,P0017,255,7
PO00617,2023-08-26,S016,P0044,367,16
PO00618,2023-06-18,S018,P0009,370,29
PO00619,2025-01-19,S001,P0018,165,27
PO00620,2024-05-29,S011,P0022,437,25
PO00621,2024-06-19,S007,P0030,216,11
PO00622,2025-01-21,S010,P0011,480,17
PO00623,2023-10-11,S009,P0042,289,7
PO00624,2024-01-17,S007,P0042,399,21
PO00625,2023-03-14,S017,P0039,270,23
PO00626,2023-12-13,S003,P0015,122,28
PO00627,2025-06-17,S003,P0048,493,24
PO00628,2025-04-20,S010,P0036,105,26
PO00629,2025-01-24,S020,P0012,478,14
PO00630,2024-12-02,S001,P0047,285,20
PO00631,2023-06-24,S015,P0026,404,9
PO00632,2023-06-12,S009,P0049,294,10
PO00633,2025-04-09,S009,P0006,420,16
PO00634,2024-04-25,S007,P0035,365,5
PO00635,2025-09-16,S010,P0045,295,22
PO00636,2025-07-15,S013,P0002,456,20
PO00637,2024-05-28,S008,P0023,160,29
PO00638,2023-11-23,S017,P0004,240,23
PO00639,2024-07-26,S001,P0038,191,6
PO00640,2023-12-22,S014,P0043,194,9
PO00641,2024-08-24,S015,P0003,308,9
PO00642,2024-06-05,S014,P0042,244,26
PO00643,2024-06-26,S008,P0009,487,23
PO00644,2023-04-16,S013,P0019,239,15
PO00645,2025-02-23,S005,P0002,425,25
PO00646,2025-03-05,S004,P0019,272,9
PO00647,2024-12-01,S016,P0001,226,15
PO00648,2023-05-22,S010,P0007,213,15
PO00649,2024-05-15,S012,P0010,267,12
PO00650,2025-09-14,S011,P0050,302,25
PO00651,2023-01-30,S011,P0005,475,20
PO00652,2023-06-18,S014,P0040,237,15
PO00653,2024-05-23,S003,P0007,327,5
PO00654,2024-06-07,S007,P0038,182,19
PO00655,2024-08-17,S014,P0010,101,21
PO00656,2024-03-13,S014,P0024,411,20
PO00657,2025-04-23,S001,P0006,421,21
PO00658,2024-08-22,S018,P0044,352,29
PO00659,2023-04-15,S002,P0042,112,27
PO00660,2023-06-02,S012,P0039,139,19
PO00661,2024-11-28,S014,P0007,164,23
PO00662,2025-02-02,S018,P0030,305,15
PO00663,2024-11-26,S013,P0048,243,6
PO00664,2024-03-08,S013,P0027,432,6
PO00665,2023-08-04,S006,P0033,472,20
PO00666,2023-07-25,S002,P0003,274,26
PO00667,2023-03-24,S001,P0039,316,26
PO00668,2023-04-07,S012,P0004,222,10
PO00669,2024-12-10,S005,P0037,201,6
PO00670,2023-10-17,S011,P0005,106,11
PO00671,2025-07-07,S008,P0038,321,15
PO00672,2023-05-22,S002,P0031,116,14
PO00673,2023-08-02,S006,P0040,480,20
PO00674,2025-03-16,S006,P0045,201,23
PO00675,2023-03-19,S015,P0022,473,5
PO00676,2023-02-14,S002,P0041,416,7
PO00677,2024-07-26,S005,P0008,333,10
PO00678,2024-10-03,S007,P0032,428,11
PO00679,2024-06-04,S019,P0016,486,14
PO00680,2025-08-03,S005,P0014,272,7
PO00681,2024-03-04,S015,P0048,286,17
PO00682,2024-06-30,S016,P0045,337,14
PO00683,2025-09-05,S003,P0036,131,18
PO00684,2025-05-17,S015,P0006,422,16
PO00685,2023-10-29,S008,P0015,356,16
PO00686,2025-08-22,S016,P0011,203,28
PO00687,2025-09-08,S015,P0026,107,7
PO00688,2023-03-16,S011,P0021,385,10
PO00689,2023-11-02,S017,P0017,326,18
PO00690,2025-03-14,S005,P0027,318,15
PO00691,2024-02-27,S016,P0031,155,6
PO00692,2024-04-09,S019,P0014,361,29
PO00693,2023-01-02,S009,P0033,259,27
PO00694,2023-09-17,S020,P0002,422,12
PO00695,2023-06-25,S012,P0023,167,15
PO00696,2023-07-05,S011,P0038,127,16
PO00697,2024-11-21,S002,P0037,464,22
PO00698,2023-11-29,S017,P0026,463,8
PO00699,2024-11-04,S001,P0002,314,28
PO00700,2025-07-21,S007,P0036,112,17
PO00701,2024-11-25,S004,P0027,186,13
PO00702,2023-12-18,S004,P0013,422,18
PO00703,2023-10-27,S015,P0004,482,24
PO00704,2023-07-26,S004,P0024,393,26
PO00705,2023-11-20,S020,P0024,379,9
PO00706,2025-04-23,S003,P0011,367,26
PO00707,2023-12-10,S019,P0040,364,16
PO00708,2023-09-05,S020,P0017,356,7
PO00709,2025-11-29,S015,P0039,180,9
PO00710,2023-08-27,S012,P0023,387,16
PO00711,2025-05-10,S001,P0039,168,27
PO00712,2024-09-29,S005,P0036,439,8
PO00713,2025-09-17,S015,P0036,219,9
PO00714,2023-09-03,S006,P0043,330,10
PO00715,2024-05-22,S002,P0005,362,17
PO00716,2024-04-09,S001,P0030,491,13
PO00717,2025-08-16,S011,P0007,362,13
PO00718,2025-11-12,S015,P0046,462,29
PO00719,2023-05-19,S007,P0002,251,21
PO00720,2024-06-18,S012,P0040,314,23
PO00721,2025-10-10,S001,P0030,437,6
PO00722,2023-11-21,S019,P0042,187,26
PO00723,2024-03-11,S006,P0029,432,19
PO00724,2024-05-01,S002,P0046,289,13
PO00725,2023-08-19,S015,P0015,363,6
PO00726,2025-11-06,S014,P0011,272,18
PO00727,2024-08-21,S008,P0007,314,20
PO00728,2023-04-04,S003,P0019,396,11
PO00729,2024-04-19,S018,P0030,331,21
PO00730,2024-10-17,S013,P0038,210,18
PO00731,2024-09-24,S009,P0007,118,16
PO00732,2025-05-12,S004,P0036,118,14
PO00733,2023-05-03,S003,P0014,493,8
PO00734,2025-09-02,S004,P0024,390,16
PO00735,2025-10-03,S013,P0005,109,21
PO00736,2023-08-09,S002,P0011,427,5
PO00737,2025-01-13,S010,P0048,271,27
PO00738,2024-07-07,S007,P0039,239,17
PO00739,2024-11-12,S005,P0027,285,9
PO00740,2023-08-01,S020,P0026,251,12
PO00741,2024-10-18,S003,P0016,362,6
PO00742,2023-12-29,S006,P0050,337,26
PO00743,2023-06-05,S004,P0009,375,13
PO00744,2025-09-17,S004,P0008,370,23
PO00745,2024-07-12,S012,P0031,118,26
PO00746,2024-06-06,S016,P0014,366,18
PO00747,2023-11-17,S003,P0008,101,29
PO00748,2024-07-08,S010,P0038,297,7
PO00749,2023-09-14,S001,P0043,403,25
PO00750,2025-02-15,S011,P0029,396,10
PO00751,2023-08-20,S008,P0032,475,21
PO00752,2023-03-15,S016,P0020,248,20
PO00753,2025-06-23,S013,P0045,420,28
PO00754,2023-02-11,S009,P0022,461,23
PO00755,2023-12-27,S001,P0022,242,20
PO00756,2023-04-04,S017,P0001,405,14
PO00757,2025-01-26,S001,P0033,374,28
PO00758,2025-10-23,S016,P0041,329,21
PO00759,2024-10-27,S016,P0037,333,24
PO00760,2023-08-15,S013,P0031,372,20
PO00761,2025-09-25,S016,P0039,195,8
PO00762,2025-08-04,S020,P0015,468,28
PO00763,2024-01-14,S007,P0006,287,20
PO00764,2025-05-22,S012,P0033,328,24
PO00765,2024-11-19,S016,P0006,429,24
PO00766,2023-10-08,S016,P0011,261,27
PO00767,2025-08-31,S009,P0047,437,28
PO00768,2024-12-13,S015,P0022,160,20
PO00769,2025-09-09,S017,P0018,157,26
PO00770,2024-10-07,S005,P0010,162,24
PO00771,2023-06-05,S006,P0028,344,20
PO00772,2025-02-19,S009,P0042,157,27
PO00773,2025-05-27,S004,P0026,282,29
PO00774,2024-09-17,S015,P0018,247,6
PO00775,2025-07-14,S006,P0008,159,16
PO00776,2023-05-13,S013,P0006,416,23
PO00777,2025-06-04,S011,P0026,269,21
PO00778,2023-09-13,S001,P0047,148,11
PO00779,2024-04-26,S009,P0031,372,26
PO00780,2024-01-11,S001,P0033,181,14
PO00781,2025-05-10,S002,P0029,375,28
PO00782,2025-08-01,S017,P0019,166,22
PO00783,2025-07-08,S005,P0027,475,9
PO00784,2024-12-11,S004,P0018,324,5
PO00785,2024-05-28,S016,P0004,377,29
PO00786,2025-09-04,S020,P0023,408,22
PO00787,2024-05-19,S011,P0008,159,17
PO00788,2023-09-12,S018,P0040,390,11
PO00789,2024-07-04,S002,P0024,326,11
PO00790,2023-11-25,S016,P0005,387,18
PO00791,2023-05-12,S006,P0048,316,16
PO00792,2023-10-03,S008,P0011,437,24
PO00793,2024-08-25,S020,P0043,148,10
PO00794,2023-03-03,S019,P0014,176,22
PO00795,2024-12-09,S015,P0011,215,6
PO00796,2024-03-27,S014,P0013,412,13
PO00797,2023-05-27,S001,P0022,160,5
PO00798,2025-02-22,S006,P0040,462,26
PO00799,2023-07-27,S018,P0014,365,5
PO00800,2025-03-12,S001,P0020,130,15
PO00801,2024-04-08,S018,P0001,460,26
PO00802,2024-07-31,S016,P0021,374,8
PO00803,2025-02-19,S019,P0025,427,25
PO00804,2024-04-24,S018,P0028,427,24
PO00805,2025-06-01,S012,P0037,415,9
PO00806,2023-05-29,S003,P0032,308,23
PO00807,2024-03-19,S004,P0036,489,15
PO00808,2023-04-16,S005,P0036,475,26
PO00809,2024-03-05,S008,P0002,306,5
PO00810,2023-09-29,S006,P0040,454,22
PO00811,2025-11-22,S016,P0029,156,26
PO00812,2024-11-22,S016,P0048,292,16
PO00813,2023-03-16,S017,P0046,392,13
PO00814,2025-01-01,S012,P0016,124,9
PO00815,2025-02-17,S014,P0027,361,18
PO00816,2023-01-07,S014,P0009,154,22
PO00817,2025-06-30,S006,P0040,465,25
PO00818,2025-03-07,S018,P0045,288,10
PO00819,2023-09-18,S011,P0005,336,6
PO00820,2024-12-25,S012,P0013,457,19
PO00821,2023-11-16,S001,P0045,324,18
PO00822,2024-01-25,S015,P0025,123,15
PO00823,2025-03-27,S004,P0005,129,15
PO00824,2024-03-10,S003,P0046,150,15
PO00825,2024-09-12,S008,P0009,338,27
PO00826,2025-04-12,S004,P0049,270,28
PO00827,2024-04-01,S007,P0019,342,12
PO00828,2023-07-26,S003,P0005,335,26
PO00829,2024-09-16,S007,P0032,228,18
PO00830,2025-09-19,S002,P0008,274,24
PO00831,2025-11-13,S013,P0019,118,6
PO00832,2023-01-06,S015,P0003,291,5
PO00833,2023-07-09,S004,P0023,161,17
PO00834,2025-03-19,S004,P0043,319,28
PO00835,2025-08-31,S014,P0010,104,25
PO00836,2024-06-05,S006,P0020,403,13
PO00837,2024-08-15,S018,P0038,181,15
PO00838,2023-04-03,S019,P0021,431,12
PO00839,2023-11-22,S010,P0019,425,19
PO00840,2024-10-08,S007,P0014,228,22
PO00841,2023-09-18,S013,P0002,270,29
PO00842,2025-11-16,S020,P0032,356,19
PO00843,2023-09-30,S016,P0026,339,15
PO00844,2024-12-01,S009,P0037,263,24
PO00845,2025-04-12,S013,P0045,255,20
PO00846,2023-09-28,S002,P0044,108,23
PO00847,2024-04-30,S004,P0040,151,18
PO00848,2023-07-05,S019,P0028,377,13
PO00849,2024-04-03,S010,P0024,270,22
PO00850,2023-02-21,S001,P0018,463,16
PO00851,2023-10-26,S004,P0017,488,26
PO00852,2024-09-16,S016,P0043,433,19
PO00853,2024-08-12,S007,P0047,482,14
PO00854,2025-04-15,S005,P0037,367,27
PO00855,2024-01-03,S013,P0019,311,28
PO00856,2025-01-10,S016,P0013,408,23
PO00857,2025-02-20,S006,P0020,153,14
PO00858,2023-04-21,S019,P0017,145,22
PO00859,2023-02-17,S018,P0027,373,19
PO00860,2024-02-10,S011,P0004,362,19
PO00861,2023-03-28,S015,P0031,296,22
PO00862,2025-03-15,S009,P0026,457,6
PO00863,2025-01-14,S019,P0037,269,14
PO00864,2023-09-06,S012,P0001,151,11
PO00865,2024-07-08,S014,P0012,165,17
PO00866,2023-02-14,S017,P0042,356,14
PO00867,2023-08-12,S018,P0045,116,24
PO00868,2025-08-18,S003,P0016,460,27
PO00869,2024-10-05,S017,P0034,428,17
PO00870,2024-05-05,S015,P0024,220,26
PO00871,2024-07-22,S014,P0041,303,24
PO00872,2024-11-04,S003,P0024,146,9
PO00873,2023-10-13,S004,P0037,171,15
PO00874,2023-06-16,S015,P0043,252,12
PO00875,2024-02-27,S017,P0004,431,10
PO00876,2025-09-12,S013,P0008,175,7
PO00877,2024-08-28,S016,P0016,132,14
PO00878,2024-09-28,S017,P0049,273,12
PO00879,2024-02-17,S017,P0043,437,27
PO00880,2025-06-28,S006,P0009,263,24
PO00881,2025-09-13,S005,P0041,139,22
PO00882,2024-02-27,S008,P0024,203,6
PO00883,2025-09-19,S004,P0039,487,22
PO00884,2024-03-03,S020,P0001,355,6
PO00885,2025-07-25,S003,P0003,139,17
PO00886,2023-12-17,S006,P0009,190,28
PO00887,2023-04-23,S020,P0048,448,18
PO00888,2025-01-10,S003,P0046,101,25
PO00889,2024-02-20,S019,P0047,340,17
PO00890,2023-01-05,S008,P0036,367,19
PO00891,2024-02-05,S004,P0047,272,16
PO00892,2024-11-12,S001,P0011,225,16
PO00893,2024-08-04,S018,P0049,204,16
PO00894,2023-06-06,S010,P0041,246,27
PO00895,2023-11-16,S003,P0045,210,16
PO00896,2025-10-24,S012,P0003,374,27
PO00897,2025-06-07,S012,P0034,317,22
PO00898,2024-01-26,S005,P0035,440,28
PO00899,2024-08-13,S020,P0016,145,19
PO00900,2024-12-02,S012,P0014,441,10
PO00901,2025-04-06,S013,P0036,392,12
PO00902,2023-09-29,S003,P0003,202,17
PO00903,2025-06-27,S018,P0048,495,7
PO00904,2024-10-09,S008,P0050,343,23
PO00905,2025-04-08,S007,P0006,391,23
PO00906,2025-06-17,S015,P0016,420,18
PO00907,2025-07-30,S017,P0040,106,29
PO00908,2023-01-23,S001,P0032,290,26
PO00909,2025-03-08,S016,P0034,326,13
PO00910,2024-12-15,S014,P0032,205,6
PO00911,2025-07-04,S010,P0033,495,29
PO00912,2024-10-18,S020,P0013,288,14
PO00913,2025-10-03,S004,P0028,299,23
PO00914,2025-05-15,S004,P0018,354,18
PO00915,2023-04-19,S006,P0037,434,12
PO00916,2024-03-31,S015,P0024,396,23
PO00917,2025-04-15,S005,P0001,201,16
PO00918,2025-06-26,S015,P0048,490,8
PO00919,2024-12-23,S019,P0029,466,29
PO00920,2025-01-01,S020,P0027,330,24
PO00921,2025-08-23,S019,P0014,331,10
PO00922,2023-08-21,S003,P0024,145,18
PO00923,2024-01-16,S002,P0015,275,11
PO00924,2024-02-08,S001,P0010,188,6
PO00925,2025-06-29,S003,P0024,211,11
PO00926,2024-09-18,S019,P0016,260,8
PO00927,2025-03-15,S001,P0031,168,27
PO00928,2024-10-29,S016,P0029,193,23
PO00929,2023-09-13,S001,P0009,421,15
PO00930,2024-06-22,S011,P0036,284,16
PO00931,2023-11-27,S014,P0011,335,21
PO00932,2024-05-23,S019,P0019,343,15
PO00933,2025-04-30,S009,P0016,333,13
PO00934,2025-08-29,S015,P0009,433,27
PO00935,2025-09-03,S013,P0044,394,22
PO00936,2024-09-20,S011,P0027,349,25
PO00937,2025-09-17,S003,P0034,440,24
PO00938,2025-04-09,S017,P0011,289,27
PO00939,2025-11-08,S005,P0019,474,22
PO00940,2025-03-21,S014,P0008,380,12
PO00941,2023-03-25,S002,P0043,283,27
PO00942,2025-04-17,S002,P0048,138,15
PO00943,2023-08-21,S013,P0020,305,23
PO00944,2024-04-19,S010,P0041,424,26
PO00945,2023-10-31,S006,P0011,316,13
PO00946,2025-07-02,S003,P0013,144,21
PO00947,2025-11-09,S012,P0017,421,21
PO00948,2024-04-01,S019,P0043,454,29
PO00949,2025-11-29,S005,P0043,211,21
PO00950,2025-06-26,S002,P0023,247,21
PO00951,2024-10-27,S019,P0050,493,16
PO00952,2023-12-19,S010,P0012,203,6
PO00953,2023-10-16,S011,P0009,105,7
PO00954,2025-06-04,S001,P0027,461,15
PO00955,2023-07-04,S001,P0025,177,24
PO00956,2024-10-01,S009,P0023,470,8
PO00957,2024-10-10,S003,P0039,340,7
PO00958,2024-08-15,S019,P0009,253,12
PO00959,2023-06-29,S014,P0042,416,24
PO00960,2025-05-01,S015,P0025,177,29
PO00961,2023-05-21,S003,P0025,417,29
PO00962,2025-09-03,S011,P0010,463,8
PO00963,2025-01-24,S007,P0015,213,8
PO00964,2023-06-26,S010,P0037,250,15
PO00965,2023-07-22,S013,P0044,435,23
PO00966,2025-07-11,S001,P0003,188,24
PO00967,2024-06-08,S015,P0024,206,9
PO00968,2025-07-30,S018,P0024,269,22
PO00969,2024-03-02,S007,P0009,302,26
PO00970,2023-09-01,S017,P0050,257,27
PO00971,2025-05-21,S001,P0033,291,22
PO00972,2025-06-05,S015,P0014,252,14
PO00973,2024-12-26,S006,P0003,450,28
PO00974,2023-01-19,S016,P0006,478,24
PO00975,2025-03-07,S018,P0016,189,8
PO00976,2024-08-21,S012,P0035,105,27
PO00977,2025-08-20,S009,P0017,494,29
PO00978,2024-10-20,S007,P0005,356,14
PO00979,2025-11-02,S016,P0022,432,19
PO00980,2024-08-31,S016,P0016,115,11
PO00981,2023-12-10,S003,P0013,430,25
PO00982,2024-02-23,S015,P0043,441,6
PO00983,2024-07-04,S004,P0012,455,16
PO00984,2024-07-12,S011,P0010,166,20
PO00985,2024-11-03,S002,P0010,179,19
PO00986,2023-12-13,S013,P0048,456,16
PO00987,2024-11-20,S014,P0014,382,14
PO00988,2024-06-28,S013,P0033,357,22
PO00989,2024-11-19,S001,P0039,403,10
PO00990,2024-01-29,S020,P0041,124,18
PO00991,2025-02-19,S002,P0045,310,9
PO00992,2023-08-11,S010,P0041,333,16
PO00993,2024-06-24,S015,P0028,188,19
PO00994,2025-11-29,S010,P0022,202,13
PO00995,2023-08-11,S007,P0018,184,25
PO00996,2023-05-12,S001,P0015,393,17
PO00997,2023-12-03,S009,P0017,267,6
PO00998,2024-02-07,S012,P0002,111,21
PO00999,2024-04-25,S009,P0009,256,10
PO01000,2025-07-26,S004,P0013,426,23
PO01001,2024-01-05,S017,P0021,220,26
PO01002,2024-04-10,S008,P0014,256,13
PO01003,2024-04-13,S003,P0041,195,10
PO01004,2024-10-17,S017,P0015,174,27
PO01005,2025-06-12,S019,P0002,392,15
PO01006,2024-07-25,S002,P0027,338,17
PO01007,2025-07-01,S010,P0034,434,21
PO01008,2023-07-11,S007,P0021,317,10
PO01009,2023-10-16,S012,P0037,165,26
PO01010,2024-03-30,S009,P0048,289,20
PO01011,2025-02-13,S011,P0013,384,16
PO01012,2025-05-14,S013,P0042,295,21
PO01013,2025-02-11,S002,P0007,197,6
PO01014,2024-10-14,S011,P0035,472,19
PO01015,2024-10-15,S008,P0024,454,26
PO01016,2023-06-08,S003,P0047,354,7
PO01017,2025-02-10,S005,P0001,173,23
PO01018,2025-05-27,S009,P0042,453,6
PO01019,2023-03-04,S009,P0021,315,16
PO01020,2024-10-01,S017,P0041,488,24
PO01021,2025-02-10,S002,P0020,109,17
PO01022,2024-04-06,S017,P0019,390,5
PO01023,2023-07-26,S002,P0021,339,21
PO01024,2024-07-22,S006,P0018,162,12
PO01025,2025-11-24,S017,P0039,174,28
PO01026,2023-12-20,S003,P0025,244,13
PO01027,2024-08-11,S001,P0020,400,28
PO01028,2025-07-08,S006,P0037,164,6
PO01029,2025-11-12,S010,P0031,411,16
PO01030,2024-01-13,S008,P0021,297,22
PO01031,2024-06-22,S012,P0048,151,22
PO01032,2024-04-13,S017,P0016,160,27
PO01033,2024-11-03,S001,P0007,216,23
PO01034,2025-09-14,S007,P0041,288,26
PO01035,2023-04-01,S011,P0040,390,9
PO01036,2025-08-11,S016,P0043,112,25
PO01037,2023-03-03,S017,P0032,278,18
PO01038,2023-05-06,S014,P0007,484,24
PO01039,2024-02-05,S014,P0040,122,20
PO01040,2025-09-24,S006,P0012,176,10
PO01041,2024-12-07,S002,P0034,133,15
PO01042,2025-04-04,S012,P0018,206,7
PO01043,2024-10-07,S016,P0013,435,27
PO01044,2025-09-11,S018,P0001,344,9
PO01045,2024-08-04,S006,P0034,110,26
PO01046,2023-12-22,S014,P0001,446,21
PO01047,2025-08-03,S014,P0025,448,29
PO01048,2024-09-14,S007,P0009,164,22
PO01049,2025-01-30,S009,P0021,249,14
PO01050,2024-02-07,S013,P0007,140,25
PO01051,2023-11-27,S008,P0019,252,20
PO01052,2023-10-20,S019,P0031,362,17
PO01053,2023-04-06,S013,P0033,440,18
PO01054,2024-02-19,S005,P0028,483,13
PO01055,2024-03-14,S014,P0050,253,9
PO01056,2025-05-03,S019,P0021,437,28
PO01057,2023-11-06,S007,P0038,196,7
PO01058,2023-06-11,S001,P0003,150,19
PO01059,2024-02-15,S017,P0044,123,25
PO01060,2023-10-26,S011,P0021,109,13
PO01061,2024-02-04,S010,P0011,112,13
PO01062,2024-05-25,S014,P0039,117,12
PO01063,2024-12-18,S011,P0046,238,26
PO01064,2024-06-20,S015,P0027,285,7
PO01065,2024-08-03,S009,P0035,120,10
PO01066,2024-05-29,S007,P0021,396,17
PO01067,2024-12-08,S007,P0031,415,13
PO01068,2024-03-18,S011,P0008,470,20
PO01069,2023-07-08,S009,P0032,145,17
PO01070,2025-04-08,S001,P0023,155,22
PO01071,2024-07-28,S014,P0037,107,25
PO01072,2025-07-08,S005,P0003,471,13
PO01073,2024-06-19,S018,P0010,185,12
PO01074,2025-11-02,S010,P0023,428,23
PO01075,2025-02-16,S019,P0039,104,22
PO01076,2024-12-05,S011,P0005,482,20
PO01077,2025-02-11,S018,P0046,241,15
PO01078,2023-04-19,S015,P0043,144,15
PO01079,2025-03-25,S004,P0040,302,23
PO01080,2023-12-29,S001,P0003,406,11
PO01081,2024-05-15,S010,P0038,285,28
PO01082,2023-05-16,S012,P0049,322,27
PO01083,2024-12-18,S007,P0044,170,11
PO01084,2023-12-30,S001,P0004,206,12
PO01085,2024-07-02,S012,P0011,284,12
PO01086,2023-03-22,S005,P0011,463,9
PO01087,2023-06-20,S014,P0048,384,19
PO01088,2024-11-19,S017,P0019,302,27
PO01089,2023-07-23,S009,P0004,472,19
PO01090,2025-11-19,S015,P0032,112,29
PO01091,2023-12-02,S010,P0031,316,12
PO01092,2025-01-17,S010,P0045,468,13
PO01093,2025-04-13,S004,P0036,149,9
PO01094,2025-04-26,S004,P0018,283,24
PO01095,2025-06-22,S015,P0050,161,26
PO01096,2023-07-06,S015,P0033,199,26
PO01097,2023-04-12,S012,P0003,282,24
PO01098,2023-09-18,S017,P0006,456,25
PO01099,2023-11-30,S010,P0010,383,18
PO01100,2025-04-15,S012,P0043,295,25
PO01101,2024-09-14,S003,P0019,111,26
PO01102,2024-01-22,S010,P0001,465,5
PO01103,2025-03-10,S020,P0045,432,18
PO01104,2024-12-28,S017,P0035,445,17
PO01105,2023-10-13,S016,P0013,137,22
PO01106,2023-05-20,S003,P0033,408,26
PO01107,2024-08-23,S007,P0020,122,25
PO01108,2024-04-10,S016,P0009,397,19
PO01109,2023-10-30,S003,P0010,467,15
PO01110,2025-04-13,S015,P0034,217,16
PO01111,2023-10-15,S002,P0019,422,10
PO01112,2023-12-16,S012,P0015,366,28
PO01113,2024-11-21,S006,P0038,449,27
PO01114,2025-02-02,S007,P0037,237,21
PO01115,2025-06-07,S015,P0024,176,11
PO01116,2024-10-29,S018,P0037,429,6
PO01117,2025-08-14,S015,P0021,258,28
PO01118,2024-11-16,S019,P0033,271,29
PO01119,2025-11-20,S007,P0031,120,26
PO01120,2023-11-18,S005,P0022,242,27
PO01121,2023-11-14,S020,P0027,333,26
PO01122,2025-02-24,S020,P0019,474,24
PO01123,2025-08-08,S016,P0011,494,17
PO01124,2024-08-19,S014,P0013,174,16
PO01125,2024-02-25,S006,P0007,400,21
PO01126,2024-08-20,S007,P0027,363,25
PO01127,2023-06-07,S010,P0024,197,5
PO01128,2025-02-27,S009,P0046,204,12
PO01129,2023-11-30,S004,P0025,253,17
PO01130,2024-09-02,S011,P0047,120,28
PO01131,2023-10-02,S001,P0023,407,5
PO01132,2023-01-04,S008,P0037,149,9
PO01133,2024-07-10,S011,P0022,379,18
PO01134,2025-07-06,S003,P0022,467,24
PO01135,2025-09-09,S003,P0003,323,26
PO01136,2024-07-14,S019,P0011,437,15
PO01137,2024-07-13,S019,P0024,125,7
PO01138,2025-02-23,S006,P0025,396,19
PO01139,2024-02-08,S006,P0045,150,26
PO01140,2023-06-27,S020,P0018,243,11
PO01141,2023-01-11,S012,P0050,396,20
PO01142,2023-02-06,S009,P0048,151,12
PO01143,2023-07-15,S013,P0028,476,15
PO01144,2025-06-08,S005,P0039,456,29
PO01145,2024-08-15,S007,P0010,406,21
PO01146,2024-03-20,S020,P0034,414,22
PO01147,2023-08-18,S019,P0026,349,29
PO01148,2025-02-21,S002,P0036,345,24
PO01149,2024-10-29,S008,P0024,395,19
PO01150,2024-06-16,S004,P0020,243,11
PO01151,2024-12-01,S013,P0047,262,26
PO01152,2023-09-29,S018,P0033,381,29
PO01153,2023-12-07,S003,P0036,428,19
PO01154,2025-11-02,S011,P0023,286,28
PO01155,2023-09-19,S005,P0025,178,14
PO01156,2024-12-26,S016,P0045,183,9
PO01157,2024-08-13,S020,P0008,486,21
PO01158,2023-03-23,S002,P0006,232,10
PO01159,2024-04-23,S008,P0032,282,7
PO01160,2024-03-10,S014,P0008,176,15
PO01161,2023-03-16,S010,P0033,334,12
PO01162,2024-02-29,S006,P0002,337,5
PO01163,2023-03-30,S008,P0003,347,27
PO01164,2024-11-05,S014,P0002,428,15
PO01165,2023-01-14,S011,P0010,451,16
PO01166,2024-05-07,S014,P0005,336,14
PO01167,2024-12-24,S018,P0046,263,5
PO01168,2025-04-05,S008,P0049,135,17
PO01169,2024-03-02,S018,P0033,329,23
PO01170,2023-07-02,S011,P0047,335,20
PO01171,2023-10-20,S011,P0022,138,25
PO01172,2023-08-19,S002,P0004,412,10
PO01173,2025-07-30,S002,P0019,263,28
PO01174,2025-08-01,S018,P0010,213,7
PO01175,2023-01-20,S012,P0003,106,28
PO01176,2024-03-01,S003,P0008,202,27
PO01177,2025-10-15,S019,P0018,248,14
PO01178,2023-03-13,S004,P0002,370,24
PO01179,2025-01-16,S002,P0039,401,26
PO01180,2024-07-16,S014,P0010,187,17
PO01181,2023-12-21,S016,P0020,286,24
PO01182,2024-10-13,S017,P0030,268,23
PO01183,2024-10-01,S020,P0007,409,22
PO01184,2025-02-09,S016,P0025,122,22
PO01185,2024-06-02,S018,P0014,428,20
PO01186,2025-11-09,S019,P0010,367,14
PO01187,2023-07-05,S003,P0014,235,20
PO01188,2024-06-22,S013,P0033,405,10
PO01189,2023-07-24,S013,P0009,338,18
PO01190,2024-03-19,S003,P0019,389,19
PO01191,2024-02-18,S019,P0038,439,17
PO01192,2023-05-06,S011,P0021,462,12
PO01193,2024-12-31,S014,P0047,451,28
PO01194,2023-10-17,S003,P0031,496,24
PO01195,2025-06-23,S020,P0003,119,29
PO01196,2023-12-06,S010,P0004,491,9
PO01197,2024-01-03,S020,P0032,425,8
PO01198,2024-12-25,S009,P0047,198,7
PO01199,2024-05-27,S011,P0013,324,19
PO01200,2023-09-15,S016,P0018,252,7
PO01201,2025-11-24,S011,P0010,497,23
PO01202,2023-03-15,S020,P0017,203,26
PO01203,2025-07-29,S012,P0024,406,15
PO01204,2023-01-10,S005,P0019,280,5
PO01205,2023-07-10,S010,P0033,243,12
PO01206,2024-06-21,S002,P0006,473,8
PO01207,2024-12-19,S016,P0043,457,25
PO01208,2024-05-11,S008,P0034,332,7
PO01209,2023-12-25,S017,P0040,343,25
PO01210,2024-01-17,S006,P0049,201,7
PO01211,2024-11-20,S018,P0036,422,5
PO01212,2023-12-09,S006,P0048,137,29
