transaction_id,date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled
TRX002617,2024-09-11,P0048,W07,35,35
TRX002618,2023-11-27,P0046,W02,38,38
TRX002619,2023-11-29,P0028,W10,43,43
TRX002620,2023-02-19,P0007,W10,30,30
TRX002621,2025-05-12,P0040,W07,9,9
TRX002622,2023-09-29,P0007,W10,30,30
TRX002623,2024-08-02,P0030,W03,49,49
TRX002624,2024-07-13,P0018,W07,19,19
TRX002625,2024-11-26,P0024,W01,29,29
TRX002626,2024-03-21,P0006,W02,2,2
TRX002627,2025-10-13,P0004,W10,28,28
TRX002628,2023-12-23,P0003,W01,8,8
TRX002629,2023-10-01,P0049,W09,25,25
TRX002630,2025-11-08,P0047,W02,10,10
TRX002631,2023-11-07,P0006,W02,22,22
TRX002632,2025-05-19,P0026,W06,35,35
TRX002633,2025-06-04,P0044,W07,42,42
TRX002634,2023-06-03,P0038,W02,24,24
TRX002635,2024-09-11,P0011,W04,26,26
TRX002636,2025-06-01,P0029,W03,31,31
TRX002637,2025-03-07,P0020,W05,23,23
TRX002638,2023-05-05,P0010,W09,2,2
TRX002639,2024-09-10,P0026,W02,39,39
TRX002640,2023-09-02,P0048,W05,33,33
TRX002641,2025-04-27,P0027,W08,24,24
TRX002642,2024-03-25,P0050,W06,12,12
TRX002643,2025-07-18,P0014,W04,37,18
TRX002644,2024-06-03,P0036,W10,9,9
TRX002645,2023-12-28,P0012,W08,44,22
TRX002646,2023-01-08,P0023,W03,43,43
TRX002647,2024-04-22,P0021,W04,44,44
TRX002648,2024-05-09,P0008,W09,3,1
TRX002649,2025-04-12,P0039,W05,44,44
TRX002650,2025-11-28,P0009,W06,23,23
TRX002651,2024-08-15,P0024,W02,24,24
TRX002652,2023-07-06,P0031,W09,33,33
TRX002653,2025-01-23,P0025,W08,30,30
TRX002654,2023-04-03,P0017,W07,38,38
TRX002655,2023-03-27,P0042,W09,43,43
TRX002656,2023-05-17,P0029,W05,2,2
TRX002657,2024-02-25,P0003,W05,40,40
TRX002658,2023-03-15,P0021,W09,22,22
TRX002659,2023-06-20,P0008,W05,11,11
TRX002660,2023-06-19,P0014,W09,12,12
TRX002661,2025-05-21,P0039,W01,19,19
TRX002662,2023-11-18,P0016,W10,20,20
TRX002663,2024-03-31,P0018,W10,9,9
TRX002664,2025-08-01,P0031,W08,43,43
TRX002665,2025-02-28,P0011,W03,18,18
TRX002666,2024-09-04,P0038,W08,41,41
TRX002667,2025-06-07,P0020,W05,47,47
TRX002668,2023-12-15,P0046,W02,18,18
TRX002669,2023-01-10,P0045,W09,40,40
TRX002670,2025-01-09,P0004,W04,36,18
TRX002671,2024-10-28,P0020,W07,27,27
TRX002672,2024-06-29,P0031,W08,13,13
TRX002673,2023-05-09,P0020,W07,47,47
TRX002674,2024-08-23,P0011,W06,8,8
TRX002675,2024-08-27,P0050,W07,48,48
TRX002676,2023-11-23,P0001,W04,43,43
TRX002677,2025-09-06,P0044,W10,23,23
TRX002678,2024-02-08,P0018,W01,13,13
TRX002679,2024-09-20,P0039,W05,7,7
TRX002680,2024-12-18,P0044,W08,40,40
TRX002681,2025-11-06,P0033,W10,2,2
TRX002682,2023-10-01,P0036,W06,3,3
TRX002683,2024-11-15,P0018,W05,42,42
TRX002684,2023-04-26,P0047,W02,39,39
TRX002685,2025-05-10,P0031,W10,23,23
TRX002686,2024-11-23,P0035,W05,7,7
TRX002687,2023-11-20,P0039,W10,4,4
TRX002688,2025-08-18,P0038,W03,8,8
TRX002689,2023-04-24,P0015,W02,32,32
TRX002690,2023-06-03,P0047,W03,19,19
TRX002691,2023-11-11,P0006,W04,12,12
TRX002692,2025-11-30,P0008,W02,10,10
TRX002693,2023-04-15,P0040,W04,14,14
TRX002694,2023-12-20,P0022,W04,27,27
TRX002695,2025-10-12,P0001,W06,44,44
TRX002696,2025-01-02,P0013,W05,21,21
TRX002697,2024-12-09,P0024,W07,20,20
TRX002698,2024-10-12,P0021,W07,4,4
TRX002699,2025-04-03,P0045,W03,19,19
TRX002700,2025-08-04,P0043,W09,29,29
TRX002701,2024-10-22,P0004,W07,7,7
TRX002702,2023-04-09,P0007,W07,33,33
TRX002703,2024-08-10,P0012,W02,8,8
TRX002704,2023-10-09,P0013,W10,11,11
TRX002705,2024-02-07,P0044,W03,33,33
TRX002706,2024-11-30,P0016,W03,25,25
TRX002707,2023-07-18,P0006,W06,33,33
TRX002708,2023-11-23,P0014,W04,36,36
TRX002709,2023-06-03,P0048,W04,26,26
TRX002710,2024-07-05,P0031,W01,36,36
TRX002711,2024-02-09,P0036,W06,11,11
TRX002712,2024-04-06,P0037,W08,30,30
TRX002713,2023-05-12,P0041,W08,33,33
TRX002714,2025-03-01,P0035,W08,10,10
TRX002715,2025-05-23,P0010,W05,29,29
TRX002716,2023-03-25,P0017,W10,25,25
TRX002717,2025-01-23,P0042,W06,32,32
TRX002718,2024-09-19,P0030,W05,4,4
TRX002719,2023-08-09,P0044,W04,39,39
TRX002720,2024-07-06,P0007,W04,34,34
TRX002721,2023-04-22,P0018,W04,22,22
TRX002722,2024-09-06,P0019,W04,13,13
TRX002723,2025-07-12,P0015,W06,36,36
TRX002724,2024-04-19,P0039,W06,6,6
TRX002725,2025-04-15,P0044,W05,17,8
TRX002726,2023-09-28,P0022,W09,26,26
TRX002727,2024-02-25,P0039,W08,24,24
TRX002728,2024-12-07,P0042,W10,9,9
TRX002729,2023-02-09,P0030,W06,2,2
TRX002730,2023-07-08,P0020,W09,20,20
TRX002731,2025-09-20,P0032,W05,27,27
TRX002732,2024-06-19,P0042,W10,6,6
TRX002733,2025-10-24,P0025,W04,27,27
TRX002734,2023-10-17,P0023,W06,24,24
TRX002735,2024-03-08,P0005,W04,15,7
TRX002736,2024-04-15,P0050,W08,48,48
TRX002737,2024-09-19,P0041,W07,33,33
TRX002738,2023-10-06,P0030,W05,42,42
TRX002739,2025-05-26,P0048,W10,10,10
TRX002740,2024-08-03,P0039,W06,21,21
TRX002741,2025-05-12,P0027,W07,6,6
TRX002742,2023-09-11,P0042,W02,30,30
TRX002743,2023-06-30,P0037,W09,23,23
TRX002744,2024-11-11,P0007,W07,36,36
TRX002745,2025-04-04,P0005,W08,46,46
TRX002746,2024-11-30,P0015,W05,49,24
TRX002747,2024-07-19,P0042,W03,3,3
TRX002748,2024-11-10,P0008,W02,26,26
TRX002749,2024-01-26,P0009,W02,34,34
TRX002750,2023-07-31,P0011,W03,30,30
TRX002751,2024-01-19,P0022,W01,18,18
TRX002752,2023-12-08,P0034,W01,17,8
TRX002753,2025-04-23,P0035,W07,45,45
TRX002754,2025-11-27,P0013,W10,42,42
TRX002755,2024-02-24,P0011,W08,21,21
TRX002756,2025-01-20,P0032,W06,24,24
TRX002757,2023-11-02,P0042,W07,4,2
TRX002758,2024-12-02,P0015,W01,49,49
TRX002759,2025-05-18,P0038,W01,48,48
TRX002760,2024-06-20,P0001,W09,25,25
TRX002761,2023-07-25,P0046,W05,24,24
TRX002762,2024-05-10,P0050,W07,46,46
TRX002763,2024-05-18,P0024,W06,27,27
TRX002764,2025-11-11,P0043,W04,31,31
TRX002765,2023-08-01,P0040,W01,47,47
TRX002766,2023-11-06,P0022,W04,35,35
TRX002767,2024-10-22,P0003,W10,20,20
TRX002768,2025-01-22,P0014,W10,16,8
TRX002769,2023-09-29,P0002,W08,31,31
TRX002770,2025-07-26,P0032,W01,7,7
TRX002771,2023-02-01,P0048,W02,18,18
TRX002772,2024-03-18,P0038,W08,8,8
TRX002773,2023-06-11,P0033,W02,27,27
TRX002774,2025-02-05,P0046,W10,14,14
TRX002775,2023-09-11,P0042,W09,18,18
TRX002776,2024-06-04,P0006,W03,1,1
TRX002777,2025-09-03,P0041,W03,31,31
TRX002778,2023-01-10,P0039,W06,20,20
TRX002779,2024-12-26,P0025,W03,6,6
TRX002780,2024-05-19,P0034,W09,45,45
TRX002781,2025-02-23,P0011,W08,1,1
TRX002782,2024-03-11,P0046,W04,19,19
TRX002783,2023-06-02,P0037,W06,39,39
TRX002784,2025-07-05,P0041,W08,27,27
TRX002785,2025-05-18,P0007,W04,16,16
TRX002786,2025-01-22,P0046,W05,14,14
TRX002787,2024-07-16,P0048,W07,34,34
TRX002788,2024-05-03,P0022,W08,7,7
TRX002789,2025-06-13,P0048,W07,20,20
TRX002790,2023-04-14,P0039,W08,31,31
TRX002791,2025-10-21,P0010,W04,22,22
TRX002792,2025-10-03,P0021,W01,20,20
TRX002793,2024-02-11,P0006,W06,15,15
TRX002794,2023-06-16,P0049,W05,25,25
TRX002795,2024-05-23,P0001,W04,46,23
TRX002796,2023-11-09,P0034,W02,1,1
TRX002797,2025-02-01,P0014,W01,17,17
TRX002798,2024-11-11,P0036,W09,16,16
TRX002799,2024-04-21,P0027,W02,37,18
TRX002800,2023-03-14,P0009,W09,21,21
TRX002801,2024-08-04,P0006,W06,27,27
TRX002802,2023-09-19,P0031,W06,35,35
TRX002803,2023-09-02,P0017,W02,24,24
TRX002804,2024-07-14,P0043,W06,2,2
TRX002805,2023-06-24,P0036,W03,46,46
TRX002806,2023-04-19,P0021,W07,25,25
TRX002807,2023-07-02,P0027,W10,19,19
TRX002808,2023-07-11,P0041,W04,45,45
TRX002809,2023-03-06,P0028,W09,13,13
TRX002810,2025-08-20,P0016,W05,29,29
TRX002811,2025-05-13,P0035,W10,32,32
TRX002812,2024-01-04,P0036,W03,6,6
TRX002813,2025-04-30,P0035,W01,9,9
TRX002814,2023-02-12,P0045,W01,1,1
TRX002815,2024-05-02,P0019,W04,24,24
TRX002816,2023-03-19,P0021,W10,10,10
TRX002817,2025-04-05,P0033,W10,35,35
TRX002818,2024-11-04,P0023,W04,6,6
TRX002819,2024-12-01,P0006,W09,48,24
TRX002820,2025-01-28,P0032,W08,20,20
TRX002821,2024-12-28,P0022,W04,38,38
TRX002822,2025-07-13,P0003,W06,12,12
TRX002823,2025-06-20,P0035,W07,3,3
TRX002824,2025-06-07,P0016,W10,18,18
TRX002825,2025-09-19,P0042,W08,21,21
TRX002826,2023-12-05,P0025,W04,35,35
TRX002827,2023-07-12,P0017,W01,37,37
TRX002828,2023-10-10,P0039,W05,19,19
TRX002829,2024-01-25,P0013,W01,25,25
TRX002830,2025-09-26,P0028,W04,18,18
TRX002831,2024-06-08,P0011,W07,40,40
TRX002832,2024-10-20,P0010,W07,30,30
TRX002833,2024-12-16,P0039,W01,42,42
TRX002834,2025-06-09,P0024,W09,42,42
TRX002835,2024-03-27,P0038,W02,34,34
TRX002836,2024-03-03,P0024,W05,10,10
TRX002837,2025-11-11,P0033,W06,22,22
TRX002838,2025-06-01,P0017,W01,4,4
TRX002839,2023-11-09,P0044,W02,3,3
TRX002840,2025-04-19,P0036,W07,49,49
TRX002841,2024-06-02,P0035,W06,49,49
TRX002842,2024-01-10,P0006,W06,28,28
TRX002843,2024-03-26,P0016,W06,22,22
TRX002844,2025-10-11,P0045,W07,12,12
TRX002845,2024-08-17,P0028,W10,49,49
TRX002846,2024-05-14,P0041,W09,13,13
TRX002847,2024-04-08,P0032,W09,41,41
TRX002848,2023-04-23,P0026,W02,33,33
TRX002849,2025-11-01,P0011,W02,47,47
TRX002850,2023-11-27,P0025,W05,19,19
TRX002851,2023-05-20,P0031,W10,41,41
TRX002852,2025-06-20,P0021,W07,17,17
TRX002853,2024-05-31,P0045,W03,47,47
TRX002854,2024-07-22,P0003,W03,34,34
TRX002855,2025-04-25,P0012,W04,4,4
TRX002856,2023-04-28,P0040,W03,39,39
TRX002857,2025-06-06,P0046,W03,8,8
TRX002858,2025-11-22,P0041,W08,33,33
TRX002859,2023-02-19,P0025,W07,1,1
TRX002860,2023-01-19,P0017,W07,5,5
TRX002861,2024-12-26,P0038,W10,32,16
TRX002862,2023-07-16,P0036,W02,40,40
TRX002863,2024-07-12,P0036,W09,1,1
TRX002864,2024-03-27,P0019,W06,35,35
TRX002865,2023-10-16,P0044,W03,22,22
TRX002866,2024-01-26,P0002,W09,29,29
TRX002867,2023-08-03,P0017,W09,17,17
TRX002868,2023-08-03,P0030,W06,30,30
TRX002869,2023-05-08,P0047,W10,35,35
TRX002870,2025-01-29,P0010,W06,1,1
TRX002871,2024-02-08,P0035,W08,4,4
TRX002872,2025-11-18,P0036,W08,9,9
TRX002873,2023-12-04,P0033,W06,45,45
TRX002874,2025-04-10,P0001,W07,32,32
TRX002875,2024-12-14,P0018,W04,5,5
TRX002876,2023-12-27,P0004,W01,14,14
TRX002877,2024-07-22,P0047,W04,26,26
TRX002878,2023-08-06,P0027,W08,23,23
TRX002879,2023-07-21,P0025,W08,46,46
TRX002880,2023-01-17,P0028,W02,22,22
TRX002881,2023-11-18,P0022,W07,27,27
TRX002882,2024-06-01,P0042,W01,25,25
TRX002883,2024-11-11,P0025,W02,36,36
TRX002884,2024-02-29,P0017,W08,4,4
TRX002885,2025-10-15,P0044,W10,32,32
TRX002886,2024-01-22,P0012,W04,9,9
TRX002887,2025-02-16,P0016,W03,2,2
TRX002888,2023-04-08,P0037,W02,42,42
TRX002889,2023-07-27,P0016,W06,39,39
TRX002890,2024-08-08,P0017,W04,46,46
TRX002891,2023-06-15,P0031,W03,25,25
TRX002892,2023-01-22,P0015,W03,47,47
TRX002893,2023-06-03,P0013,W10,10,10
TRX002894,2023-08-07,P0040,W03,37,37
TRX002895,2024-10-30,P0027,W08,25,25
TRX002896,2023-08-18,P0021,W09,40,40
TRX002897,2023-01-20,P0002,W09,29,29
TRX002898,2024-07-06,P0008,W05,37,37
TRX002899,2025-08-07,P0042,W01,5,2
TRX002900,2023-05-28,P0007,W10,14,7
TRX002901,2024-02-07,P0010,W05,33,33
TRX002902,2024-08-18,P0004,W01,27,27
TRX002903,2024-01-02,P0043,W09,5,5
TRX002904,2025-03-12,P0041,W10,44,44
TRX002905,2025-07-06,P0036,W08,15,15
TRX002906,2023-03-14,P0035,W07,3,3
TRX002907,2024-04-25,P0043,W02,1,1
TRX002908,2024-07-13,P0003,W02,24,24
TRX002909,2025-01-14,P0018,W04,12,12
TRX002910,2023-04-10,P0046,W09,45,45
TRX002911,2024-05-22,P0043,W09,14,7
TRX002912,2023-09-15,P0024,W08,42,42
TRX002913,2024-02-17,P0032,W05,20,20
TRX002914,2024-08-17,P0034,W07,14,14
TRX002915,2023-09-23,P0002,W09,14,14
TRX002916,2025-03-31,P0002,W03,45,45
TRX002917,2024-10-23,P0010,W04,35,35
TRX002918,2025-08-04,P0023,W02,19,19
TRX002919,2024-07-13,P0015,W09,20,20
TRX002920,2025-07-05,P0012,W07,42,42
TRX002921,2025-06-09,P0043,W06,44,44
TRX002922,2025-05-17,P0017,W05,23,23
TRX002923,2024-09-01,P0018,W07,34,34
TRX002924,2024-02-18,P0014,W03,1,1
TRX002925,2023-01-25,P0017,W05,4,4
TRX002926,2023-10-11,P0015,W02,40,40
TRX002927,2025-05-30,P0012,W05,17,17
TRX002928,2023-10-28,P0016,W07,26,26
TRX002929,2025-10-27,P0032,W10,14,14
TRX002930,2025-03-27,P0023,W07,46,46
TRX002931,2023-03-24,P0038,W09,32,32
TRX002932,2023-02-15,P0034,W03,36,36
TRX002933,2024-09-09,P0034,W08,20,10
TRX002934,2025-07-16,P0016,W05,16,16
TRX002935,2023-09-19,P0034,W07,19,19
TRX002936,2023-06-25,P0040,W01,45,45
TRX002937,2024-10-18,P0007,W01,39,39
TRX002938,2025-04-21,P0033,W04,24,24
TRX002939,2024-01-05,P0004,W05,14,14
TRX002940,2023-02-23,P0043,W10,29,29
TRX002941,2024-11-20,P0007,W03,42,42
TRX002942,2024-01-02,P0018,W06,14,14
TRX002943,2024-10-05,P0004,W03,11,11
TRX002944,2024-01-14,P0049,W05,11,11
TRX002945,2023-03-14,P0011,W01,47,47
TRX002946,2025-07-03,P0043,W03,40,40
TRX002947,2025-05-09,P0020,W07,24,24
TRX002948,2023-02-12,P0011,W03,22,22
TRX002949,2024-01-12,P0015,W05,49,49
TRX002950,2025-11-30,P0046,W07,21,21
TRX002951,2023-06-19,P0017,W02,6,6
TRX002952,2023-07-31,P0034,W03,14,14
TRX002953,2023-02-08,P0050,W04,9,9
TRX002954,2024-01-04,P0048,W05,35,35
TRX002955,2025-01-26,P0012,W09,44,44
TRX002956,2023-05-31,P0042,W09,36,36
TRX002957,2025-10-20,P0028,W04,25,25
TRX002958,2025-01-06,P0048,W09,15,15
TRX002959,2023-03-10,P0035,W04,45,45
TRX002960,2023-10-26,P0008,W02,28,28
TRX002961,2025-08-01,P0027,W10,14,7
TRX002962,2025-03-12,P0022,W01,13,6
TRX002963,2023-10-23,P0024,W07,41,41
TRX002964,2023-07-22,P0002,W04,31,31
TRX002965,2023-03-02,P0031,W08,5,5
TRX002966,2025-08-03,P0022,W08,19,19
TRX002967,2025-08-20,P0001,W08,8,8
TRX002968,2023-11-27,P0014,W06,13,13
TRX002969,2023-12-04,P0025,W09,41,41
TRX002970,2024-09-30,P0036,W04,17,17
TRX002971,2023-10-02,P0036,W05,32,32
TRX002972,2023-11-15,P0041,W04,5,5
TRX002973,2024-08-11,P0003,W05,9,9
TRX002974,2024-05-18,P0005,W02,43,43
TRX002975,2024-01-22,P0001,W05,34,34
TRX002976,2025-05-19,P0019,W10,45,45
TRX002977,2025-04-12,P0033,W08,1,1
TRX002978,2025-10-11,P0042,W09,40,40
TRX002979,2024-08-25,P0030,W07,15,15
TRX002980,2024-11-21,P0012,W07,32,32
TRX002981,2024-05-08,P0010,W06,34,34
TRX002982,2024-05-04,P0034,W02,35,35
TRX002983,2024-12-21,P0016,W10,49,49
TRX002984,2024-05-23,P0040,W10,28,28
TRX002985,2024-01-25,P0046,W09,17,8
TRX002986,2023-10-22,P0029,W05,46,46
TRX002987,2025-03-06,P0015,W06,11,11
TRX002988,2025-05-14,P0048,W01,23,23
TRX002989,2024-07-02,P0011,W05,26,26
TRX002990,2024-10-10,P0044,W06,46,46
TRX002991,2024-07-21,P0034,W10,5,5
TRX002992,2025-05-02,P0036,W02,26,26
TRX002993,2025-02-08,P0030,W07,6,6
TRX002994,2024-03-20,P0035,W04,43,21
TRX002995,2023-12-29,P0009,W05,34,34
TRX002996,2023-05-03,P0018,W03,42,42
TRX002997,2025-01-11,P0019,W05,13,13
TRX002998,2024-11-10,P0039,W04,25,25
TRX002999,2024-02-24,P0004,W10,2,2
TRX003000,2023-04-02,P0006,W06,14,14
TRX003001,2023-03-04,P0033,W02,17,17
TRX003002,2024-05-26,P0032,W03,41,41
TRX003003,2025-02-10,P0016,W10,40,40
TRX003004,2023-09-13,P0011,W01,40,40
TRX003005,2023-05-15,P0022,W07,39,39
TRX003006,2025-05-24,P0036,W09,25,25
TRX003007,2025-04-01,P0050,W02,27,27
TRX003008,2023-03-29,P0023,W07,48,48
TRX003009,2025-09-14,P0026,W03,24,24
TRX003010,2025-04-02,P0031,W05,49,49
TRX003011,2025-10-23,P0029,W06,33,33
TRX003012,2025-08-31,P0005,W08,27,27
TRX003013,2025-07-22,P0038,W04,45,45
TRX003014,2023-05-01,P0025,W02,31,31
TRX003015,2025-11-27,P0034,W03,48,48
TRX003016,2025-10-04,P0012,W08,38,38
TRX003017,2025-07-13,P0022,W07,15,15
TRX003018,2024-10-06,P0009,W06,44,44
TRX003019,2024-12-14,P0020,W05,40,40
TRX003020,2025-05-09,P0029,W05,1,1
TRX003021,2023-01-21,P0044,W01,11,11
TRX003022,2023-08-30,P0029,W06,15,15
TRX003023,2024-03-30,P0045,W09,33,16
TRX003024,2025-08-20,P0027,W08,48,48
TRX003025,2024-09-12,P0017,W10,32,32
TRX003026,2023-10-30,P0005,W01,25,25
TRX003027,2025-03-13,P0045,W06,39,39
TRX003028,2025-08-21,P0013,W03,33,33
TRX003029,2023-03-10,P0042,W06,29,29
TRX003030,2023-07-15,P0015,W09,34,34
TRX003031,2023-05-20,P0015,W06,8,8
TRX003032,2023-10-10,P0018,W08,11,11
TRX003033,2023-11-08,P0050,W06,13,13
TRX003034,2025-01-15,P0002,W06,5,5
TRX003035,2023-10-04,P0023,W07,19,19
TRX003036,2023-03-02,P0043,W10,21,21
TRX003037,2023-02-21,P0013,W04,3,3
TRX003038,2023-06-02,P0043,W08,26,26
TRX003039,2024-06-27,P0004,W04,33,33
TRX003040,2024-07-20,P0047,W07,30,30
TRX003041,2024-09-13,P0025,W01,22,22
TRX003042,2023-11-10,P0011,W09,5,2
TRX003043,2025-03-17,P0050,W10,19,19
TRX003044,2025-04-27,P0048,W09,9,9
TRX003045,2023-04-07,P0042,W07,24,24
TRX003046,2025-05-30,P0012,W08,39,39
TRX003047,2025-04-08,P0013,W02,12,12
TRX003048,2023-05-17,P0009,W10,46,46
TRX003049,2025-10-26,P0045,W10,48,48
TRX003050,2025-10-07,P0038,W07,45,45
TRX003051,2023-04-19,P0006,W01,27,27
TRX003052,2024-06-30,P0043,W03,42,42
TRX003053,2025-11-28,P0043,W06,21,21
TRX003054,2024-10-23,P0010,W05,38,38
TRX003055,2024-02-29,P0023,W05,35,35
TRX003056,2024-09-21,P0015,W09,32,32
TRX003057,2023-09-18,P0045,W06,36,36
TRX003058,2023-03-28,P0023,W03,33,33
TRX003059,2024-04-09,P0040,W02,43,43
TRX003060,2023-03-17,P0037,W09,17,17
TRX003061,2024-04-15,P0034,W10,5,5
TRX003062,2024-02-18,P0016,W04,44,44
TRX003063,2025-04-04,P0045,W05,20,20
TRX003064,2025-06-13,P0041,W09,23,23
TRX003065,2024-12-26,P0047,W05,39,39
TRX003066,2024-04-01,P0032,W07,4,4
TRX003067,2024-10-14,P0038,W02,26,26
TRX003068,2024-11-02,P0040,W02,30,30
TRX003069,2024-05-09,P0046,W04,48,48
TRX003070,2024-08-19,P0005,W08,47,23
TRX003071,2024-03-25,P0017,W02,46,46
TRX003072,2024-04-29,P0022,W10,29,29
TRX003073,2024-10-07,P0039,W07,34,34
TRX003074,2024-09-11,P0041,W01,10,10
TRX003075,2025-11-07,P0048,W09,20,20
TRX003076,2024-10-23,P0018,W10,24,24
TRX003077,2025-01-27,P0028,W06,34,34
TRX003078,2023-10-16,P0013,W01,37,37
TRX003079,2024-12-21,P0050,W10,13,13
TRX003080,2024-09-29,P0042,W06,23,23
TRX003081,2023-08-23,P0001,W05,10,10
TRX003082,2024-02-20,P0050,W05,22,22
TRX003083,2025-07-26,P0019,W05,45,45
TRX003084,2024-05-13,P0034,W04,14,14
TRX003085,2025-08-31,P0004,W07,25,25
TRX003086,2024-09-25,P0043,W09,18,18
TRX003087,2025-10-16,P0003,W04,20,20
TRX003088,2023-04-25,P0041,W02,28,28
TRX003089,2025-07-20,P0010,W02,8,8
TRX003090,2024-11-04,P0028,W02,5,5
TRX003091,2025-10-31,P0034,W07,21,21
TRX003092,2023-07-25,P0039,W04,20,20
TRX003093,2023-09-04,P0047,W04,44,44
TRX003094,2025-01-27,P0019,W01,16,16
TRX003095,2023-05-27,P0042,W04,20,20
TRX003096,2023-04-28,P0046,W06,25,25
TRX003097,2024-02-16,P0036,W02,7,7
TRX003098,2023-12-29,P0043,W04,25,12
TRX003099,2023-05-17,P0003,W07,36,36
TRX003100,2025-08-15,P0023,W09,10,10
TRX003101,2023-01-19,P0017,W02,40,40
TRX003102,2023-07-14,P0007,W08,16,16
TRX003103,2023-11-26,P0026,W06,4,4
TRX003104,2023-06-24,P0043,W08,10,10
TRX003105,2025-09-28,P0018,W02,48,48
TRX003106,2024-03-24,P0046,W01,31,31
TRX003107,2025-08-03,P0046,W07,12,12
TRX003108,2023-05-21,P0006,W09,20,20
TRX003109,2025-01-27,P0031,W09,32,32
TRX003110,2025-07-18,P0029,W02,2,2
TRX003111,2023-04-03,P0009,W04,11,11
TRX003112,2023-08-27,P0035,W01,20,20
TRX003113,2023-07-24,P0017,W07,23,23
TRX003114,2024-07-13,P0012,W02,13,13
TRX003115,2023-09-02,P0036,W04,35,35
TRX003116,2025-04-11,P0048,W02,17,17
TRX003117,2025-07-13,P0024,W01,10,10
TRX003118,2023-10-22,P0010,W07,40,40
TRX003119,2024-10-01,P0030,W06,38,38
TRX003120,2025-05-05,P0029,W02,14,14
TRX003121,2023-01-17,P0039,W04,19,19
TRX003122,2023-03-12,P0010,W03,32,32
TRX003123,2023-11-01,P0039,W03,33,33
TRX003124,2025-10-27,P0028,W03,43,43
TRX003125,2025-03-27,P0018,W04,25,25
TRX003126,2025-03-31,P0041,W01,25,25
TRX003127,2023-07-12,P0050,W01,14,14
TRX003128,2024-06-12,P0017,W07,45,45
TRX003129,2023-06-20,P0011,W05,44,44
TRX003130,2023-09-08,P0001,W03,38,38
TRX003131,2024-06-24,P0017,W09,36,36
TRX003132,2024-02-20,P0036,W05,24,24
TRX003133,2025-03-04,P0036,W10,41,41
TRX003134,2023-01-25,P0046,W03,39,39
TRX003135,2024-10-29,P0009,W09,39,39
TRX003136,2024-09-23,P0045,W01,13,13
TRX003137,2024-05-19,P0028,W09,2,2
TRX003138,2023-12-02,P0048,W05,34,34
TRX003139,2024-02-29,P0033,W06,15,15
TRX003140,2024-05-13,P0003,W02,48,48
TRX003141,2025-08-04,P0008,W08,2,2
TRX003142,2024-09-21,P0050,W03,25,25
TRX003143,2024-12-18,P0006,W01,5,5
TRX003144,2023-12-05,P0006,W07,34,34
TRX003145,2024-10-20,P0029,W03,39,19
TRX003146,2025-08-19,P0037,W04,5,5
TRX003147,2024-03-04,P0012,W05,43,43
TRX003148,2025-06-17,P0009,W01,8,8
TRX003149,2023-05-19,P0041,W09,49,49
TRX003150,2025-07-30,P0049,W07,14,14
TRX003151,2024-06-25,P0019,W02,29,29
TRX003152,2023-02-26,P0017,W01,30,30
TRX003153,2024-10-19,P0048,W02,37,37
TRX003154,2024-03-10,P0044,W03,4,4
TRX003155,2024-01-19,P0032,W03,35,35
TRX003156,2024-07-13,P0035,W08,7,7
TRX003157,2023-07-13,P0014,W05,26,26
TRX003158,2024-06-17,P0049,W09,32,32
TRX003159,2024-06-01,P0016,W03,43,43
TRX003160,2024-12-16,P0021,W06,33,33
TRX003161,2025-01-20,P0012,W04,24,24
TRX003162,2023-07-04,P0024,W08,1,1
TRX003163,2023-10-19,P0034,W01,29,29
TRX003164,2025-01-01,P0008,W04,48,48
TRX003165,2023-04-26,P0044,W07,45,45
TRX003166,2025-04-04,P0021,W09,38,38
TRX003167,2024-11-15,P0048,W01,38,38
TRX003168,2023-03-23,P0008,W08,21,21
TRX003169,2025-04-13,P0028,W02,23,23
TRX003170,2023-11-29,P0016,W04,46,46
TRX003171,2024-07-10,P0010,W04,5,5
TRX003172,2023-12-01,P0015,W08,30,30
TRX003173,2024-06-15,P0004,W02,40,40
TRX003174,2023-08-09,P0026,W07,18,18
TRX003175,2024-09-26,P0015,W03,6,6
TRX003176,2023-11-19,P0036,W09,5,5
TRX003177,2023-01-03,P0032,W05,42,42
TRX003178,2023-07-25,P0043,W08,18,18
TRX003179,2023-02-09,P0038,W05,13,13
TRX003180,2023-02-28,P0004,W01,20,20
TRX003181,2025-08-08,P0041,W09,38,38
TRX003182,2024-07-27,P0009,W10,21,21
TRX003183,2024-10-05,P0035,W07,4,4
TRX003184,2025-04-22,P0028,W04,13,13
TRX003185,2024-09-10,P0037,W07,18,18
TRX003186,2023-04-06,P0047,W05,13,13
TRX003187,2025-06-16,P0009,W10,13,13
TRX003188,2024-07-14,P0002,W09,39,39
TRX003189,2025-06-23,P0003,W02,37,37
TRX003190,2023-12-14,P0044,W04,35,35
TRX003191,2024-11-01,P0048,W06,38,38
TRX003192,2023-11-13,P0005,W05,40,40
TRX003193,2024-12-19,P0010,W01,27,27
TRX003194,2023-09-07,P0028,W09,26,26
TRX003195,2023-11-10,P0015,W09,12,12
TRX003196,2025-03-17,P0014,W03,2,1
TRX003197,2024-04-29,P0046,W04,43,43
