transaction_id,date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled,year,month,quarter,day_of_week,week_of_year,unit_price,unit_cost,category,revenue,cost,profit,stockout_flag,fulfillment_rate
TRX001403,2024-04-03,P0038,W05,1,1,2024,4,2,Wednesday,14,562.19,397.19,Industrial,562.19,397.19,165.00000000000006,0,1.0
TRX001404,2025-09-25,P0017,W04,22,22,2025,9,3,Thursday,39,673.13,366.36,Food,14808.86,8059.92,6748.9400000000005,0,1.0
TRX001405,2024-11-30,P0003,W04,6,6,2024,11,4,Saturday,48,495.69,308.9,Apparel,2974.14,1853.4,1120.74,0,1.0
TRX001406,2023-10-29,P0034,W08,30,30,2023,10,4,Sunday,43,240.6,153.81,Electronics,7218.0,4614.3,2603.7,0,1.0
TRX001407,2024-07-07,P0012,W10,34,34,2024,7,3,Sunday,27,33.95,25.34,Apparel,1154.3000000000002,861.56,292.74000000000024,0,1.0
TRX001408,2023-10-15,P0024,W03,13,13,2023,10,4,Sunday,41,511.67,274.45,Electronics,6651.71,3567.85,3083.86,0,1.0
TRX001409,2024-09-12,P0006,W01,22,22,2024,9,3,Thursday,37,434.44,201.62,Furniture,9557.68,4435.64,5122.04,0,1.0
TRX001410,2025-10-02,P0042,W05,6,6,2025,10,4,Thursday,40,1056.57,458.33,Electronics,6339.42,2749.98,3589.44,0,1.0
TRX001411,2023-02-05,P0011,W08,41,20,2023,2,1,Sunday,5,516.76,288.17,Food,10335.2,5763.400000000001,4571.8,1,0.488
TRX001412,2025-01-13,P0048,W03,46,46,2025,1,1,Monday,3,529.42,336.3,Industrial,24353.32,15469.8,8883.519999999999,0,1.0
TRX001413,2023-12-19,P0027,W02,24,24,2023,12,4,Tuesday,51,700.9,307.45,Apparel,16821.6,7378.799999999999,9442.8,0,1.0
TRX001414,2023-03-14,P0048,W01,21,21,2023,3,1,Tuesday,11,529.42,336.3,Industrial,11117.82,7062.3,4055.52,0,1.0
TRX001415,2024-10-09,P0024,W04,39,39,2024,10,4,Wednesday,41,511.67,274.45,Electronics,19955.13,10703.55,9251.580000000002,0,1.0
TRX001416,2024-02-29,P0018,W02,23,23,2024,2,1,Thursday,9,333.79,170.0,Industrial,7677.17,3910.0,3767.17,0,1.0
TRX001417,2025-09-25,P0027,W08,5,5,2025,9,3,Thursday,39,700.9,307.45,Apparel,3504.5,1537.25,1967.25,0,1.0
TRX001418,2024-12-08,P0041,W10,7,7,2024,12,4,Sunday,49,632.17,329.03,Food,4425.19,2303.21,2121.98,0,1.0
TRX001419,2024-07-14,P0021,W09,3,3,2024,7,3,Sunday,28,838.61,480.97,Furniture,2515.83,1442.91,1072.9199999999998,0,1.0
TRX001420,2025-04-07,P0034,W10,13,13,2025,4,2,Monday,15,240.6,153.81,Electronics,3127.8,1999.53,1128.2699999999998,0,1.0
TRX001421,2025-08-13,P0033,W01,12,12,2025,8,3,Wednesday,33,344.13,203.49,Food,4129.56,2441.88,1687.6799999999994,0,1.0
TRX001422,2024-05-31,P0048,W02,6,6,2024,5,2,Friday,22,529.42,336.3,Industrial,3176.5199999999995,2017.8,1158.7199999999991,0,1.0
TRX001423,2024-03-03,P0018,W06,34,34,2024,3,1,Sunday,9,333.79,170.0,Industrial,11348.86,5780.0,5568.860000000001,0,1.0
TRX001424,2023-06-09,P0003,W10,15,15,2023,6,2,Friday,23,495.69,308.9,Apparel,7435.35,4633.5,2801.8500000000004,0,1.0
TRX001425,2023-05-29,P0024,W07,47,47,2023,5,2,Monday,22,511.67,274.45,Electronics,24048.49,12899.15,11149.340000000002,0,1.0
TRX001426,2025-02-14,P0001,W02,18,18,2025,2,1,Friday,7,228.61,128.1,Food,4114.9800000000005,2305.8,1809.1800000000007,0,1.0
TRX001427,2023-03-08,P0006,W08,49,49,2023,3,1,Wednesday,10,434.44,201.62,Furniture,21287.56,9879.38,11408.18,0,1.0
TRX001428,2025-10-10,P0019,W10,3,3,2025,10,4,Friday,41,582.29,289.52,Electronics,1746.87,868.56,878.31,0,1.0
TRX001429,2024-01-16,P0022,W09,22,22,2024,1,1,Tuesday,3,674.12,423.82,Industrial,14830.64,9324.04,5506.6,0,1.0
TRX001430,2023-02-27,P0043,W08,35,35,2023,2,1,Monday,9,900.31,426.52,Food,31510.85,14928.2,16582.65,0,1.0
TRX001431,2023-12-08,P0008,W09,28,28,2023,12,4,Friday,49,949.29,380.13,Apparel,26580.12,10643.64,15936.48,0,1.0
TRX001432,2024-12-27,P0005,W06,41,41,2024,12,4,Friday,52,202.77,94.95,Industrial,8313.57,3892.95,4420.619999999999,0,1.0
TRX001433,2025-02-08,P0009,W07,42,42,2025,2,1,Saturday,6,353.72,218.33,Apparel,14856.240000000002,9169.86,5686.380000000001,0,1.0
TRX001434,2024-09-05,P0047,W06,12,12,2024,9,3,Thursday,36,721.03,337.73,Furniture,8652.36,4052.76,4599.6,0,1.0
TRX001435,2023-12-20,P0021,W07,1,1,2023,12,4,Wednesday,51,838.61,480.97,Furniture,838.61,480.97,357.64,0,1.0
TRX001436,2023-04-26,P0028,W03,36,36,2023,4,2,Wednesday,17,327.95,145.24,Furniture,11806.2,5228.64,6577.559999999999,0,1.0
TRX001437,2024-10-23,P0046,W04,30,30,2024,10,4,Wednesday,43,373.76,191.7,Electronics,11212.8,5751.0,5461.799999999999,0,1.0
TRX001438,2024-03-28,P0004,W09,23,11,2024,3,1,Thursday,13,667.66,418.27,Industrial,7344.259999999999,4600.969999999999,2743.29,1,0.478
TRX001439,2023-10-14,P0024,W03,37,37,2023,10,4,Saturday,41,511.67,274.45,Electronics,18931.79,10154.65,8777.140000000001,0,1.0
TRX001440,2025-10-13,P0008,W02,28,28,2025,10,4,Monday,42,949.29,380.13,Apparel,26580.12,10643.64,15936.48,0,1.0
TRX001441,2023-11-07,P0017,W07,49,49,2023,11,4,Tuesday,45,673.13,366.36,Food,32983.37,17951.64,15031.730000000003,0,1.0
TRX001442,2023-07-27,P0034,W06,5,5,2023,7,3,Thursday,30,240.6,153.81,Electronics,1203.0,769.05,433.9500000000001,0,1.0
TRX001443,2024-09-09,P0020,W03,36,18,2024,9,3,Monday,37,370.5,265.21,Food,6669.0,4773.78,1895.2200000000005,1,0.5
TRX001444,2024-03-21,P0016,W06,47,47,2024,3,1,Thursday,12,898.94,464.06,Furniture,42250.18,21810.82,20439.36,0,1.0
TRX001445,2024-10-31,P0010,W07,10,10,2024,10,4,Thursday,44,276.59,111.89,Industrial,2765.9,1118.9,1646.9999999999995,0,1.0
TRX001446,2024-09-24,P0034,W06,5,5,2024,9,3,Tuesday,39,240.6,153.81,Electronics,1203.0,769.05,433.9500000000001,0,1.0
TRX001447,2023-02-24,P0043,W01,14,14,2023,2,1,Friday,8,900.31,426.52,Food,12604.34,5971.28,6633.06,0,1.0
TRX001448,2025-06-30,P0010,W01,24,24,2025,6,2,Monday,27,276.59,111.89,Industrial,6638.16,2685.36,3952.8,0,1.0
TRX001449,2025-11-01,P0030,W09,28,28,2025,11,4,Saturday,44,173.76,90.98,Food,4865.28,2547.44,2317.84,0,1.0
TRX001450,2024-10-18,P0030,W06,21,21,2024,10,4,Friday,42,173.76,90.98,Food,3648.96,1910.58,1738.38,0,1.0
TRX001451,2025-09-06,P0025,W02,45,22,2025,9,3,Saturday,36,737.86,297.51,Electronics,16232.92,6545.219999999999,9687.7,1,0.489
TRX001452,2024-05-29,P0046,W01,40,40,2024,5,2,Wednesday,22,373.76,191.7,Electronics,14950.4,7668.0,7282.4,0,1.0
TRX001453,2023-08-25,P0043,W02,12,12,2023,8,3,Friday,34,900.31,426.52,Food,10803.72,5118.24,5685.48,0,1.0
TRX001454,2023-12-14,P0041,W08,20,20,2023,12,4,Thursday,50,632.17,329.03,Food,12643.4,6580.599999999999,6062.8,0,1.0
TRX001455,2024-09-18,P0007,W05,32,32,2024,9,3,Wednesday,38,146.74,99.3,Apparel,4695.68,3177.6,1518.0800000000004,0,1.0
TRX001456,2024-09-21,P0047,W07,38,38,2024,9,3,Saturday,38,721.03,337.73,Furniture,27399.14,12833.740000000002,14565.399999999998,0,1.0
TRX001457,2023-12-30,P0020,W07,40,40,2023,12,4,Saturday,52,370.5,265.21,Food,14820.0,10608.4,4211.6,0,1.0
TRX001458,2023-11-17,P0017,W02,42,42,2023,11,4,Friday,46,673.13,366.36,Food,28271.46,15387.12,12884.339999999998,0,1.0
TRX001459,2023-10-13,P0003,W04,21,21,2023,10,4,Friday,41,495.69,308.9,Apparel,10409.49,6486.9,3922.59,0,1.0
TRX001460,2023-05-29,P0047,W02,17,17,2023,5,2,Monday,22,721.03,337.73,Furniture,12257.51,5741.41,6516.1,0,1.0
TRX001461,2024-02-10,P0046,W07,1,1,2024,2,1,Saturday,6,373.76,191.7,Electronics,373.76,191.7,182.06,0,1.0
TRX001462,2025-09-04,P0040,W05,44,44,2025,9,3,Thursday,36,824.37,463.89,Furniture,36272.28,20411.16,15861.12,0,1.0
TRX001463,2024-03-31,P0036,W01,28,28,2024,3,1,Sunday,13,244.02,107.43,Industrial,6832.56,3008.04,3824.52,0,1.0
TRX001464,2025-03-10,P0026,W02,2,2,2025,3,1,Monday,11,859.02,482.98,Apparel,1718.04,965.96,752.0799999999999,0,1.0
TRX001465,2025-10-09,P0010,W06,17,17,2025,10,4,Thursday,41,276.59,111.89,Industrial,4702.03,1902.13,2799.9,0,1.0
TRX001466,2025-02-22,P0034,W04,39,39,2025,2,1,Saturday,8,240.6,153.81,Electronics,9383.4,5998.59,3384.8099999999995,0,1.0
TRX001467,2024-04-04,P0014,W07,14,14,2024,4,2,Thursday,14,474.86,230.38,Furniture,6648.04,3225.32,3422.7200000000003,0,1.0
TRX001468,2025-01-07,P0008,W02,14,14,2025,1,1,Tuesday,2,949.29,380.13,Apparel,13290.06,5321.82,7968.24,0,1.0
TRX001469,2024-05-23,P0027,W02,44,44,2024,5,2,Thursday,21,700.9,307.45,Apparel,30839.6,13527.8,17311.8,0,1.0
TRX001470,2024-04-25,P0010,W06,48,48,2024,4,2,Thursday,17,276.59,111.89,Industrial,13276.32,5370.72,7905.599999999999,0,1.0
TRX001471,2023-04-24,P0050,W08,18,18,2023,4,2,Monday,17,358.43,144.61,Food,6451.74,2602.9800000000005,3848.7599999999993,0,1.0
TRX001472,2025-01-18,P0015,W01,40,40,2025,1,1,Saturday,3,431.03,203.62,Food,17241.199999999997,8144.8,9096.399999999998,0,1.0
TRX001473,2023-12-27,P0037,W05,34,34,2023,12,4,Wednesday,52,616.15,358.56,Apparel,20949.1,12191.04,8758.059999999998,0,1.0
TRX001474,2023-12-07,P0022,W01,43,43,2023,12,4,Thursday,49,674.12,423.82,Industrial,28987.16,18224.26,10762.9,0,1.0
TRX001475,2025-02-08,P0045,W06,1,1,2025,2,1,Saturday,6,88.01,56.75,Furniture,88.01,56.75,31.260000000000005,0,1.0
TRX001476,2025-01-30,P0050,W07,42,21,2025,1,1,Thursday,5,358.43,144.61,Food,7527.03,3036.8100000000004,4490.219999999999,1,0.5
TRX001477,2025-08-26,P0031,W06,18,18,2025,8,3,Tuesday,35,37.7,17.66,Apparel,678.6,317.88,360.72,0,1.0
TRX001478,2024-03-24,P0002,W09,48,24,2024,3,1,Sunday,12,475.09,344.8,Industrial,11402.16,8275.2,3126.959999999999,1,0.5
TRX001479,2025-04-14,P0045,W03,34,34,2025,4,2,Monday,16,88.01,56.75,Furniture,2992.34,1929.5,1062.84,0,1.0
TRX001480,2023-11-07,P0031,W08,23,23,2023,11,4,Tuesday,45,37.7,17.66,Apparel,867.1,406.18,460.92,0,1.0
TRX001481,2023-09-19,P0014,W03,49,49,2023,9,3,Tuesday,38,474.86,230.38,Furniture,23268.14,11288.62,11979.52,0,1.0
TRX001482,2024-02-10,P0010,W07,16,16,2024,2,1,Saturday,6,276.59,111.89,Industrial,4425.44,1790.24,2635.2,0,1.0
TRX001483,2023-05-23,P0030,W05,19,19,2023,5,2,Tuesday,21,173.76,90.98,Food,3301.44,1728.62,1572.8199999999997,0,1.0
TRX001484,2023-12-08,P0036,W01,37,37,2023,12,4,Friday,49,244.02,107.43,Industrial,9028.74,3974.91,5053.83,0,1.0
TRX001485,2023-09-01,P0047,W04,6,6,2023,9,3,Friday,35,721.03,337.73,Furniture,4326.18,2026.38,2299.8,0,1.0
TRX001486,2024-05-04,P0040,W09,24,24,2024,5,2,Saturday,18,824.37,463.89,Furniture,19784.88,11133.36,8651.52,0,1.0
TRX001487,2023-01-12,P0015,W08,17,17,2023,1,1,Thursday,2,431.03,203.62,Food,7327.509999999999,3461.54,3865.9699999999993,0,1.0
TRX001488,2024-07-14,P0014,W03,48,48,2024,7,3,Sunday,28,474.86,230.38,Furniture,22793.28,11058.24,11735.04,0,1.0
TRX001489,2023-02-11,P0031,W02,16,16,2023,2,1,Saturday,6,37.7,17.66,Apparel,603.2,282.56,320.64000000000004,0,1.0
TRX001490,2024-11-08,P0029,W09,39,39,2024,11,4,Friday,45,229.79,155.17,Food,8961.81,6051.629999999999,2910.1800000000003,0,1.0
TRX001491,2024-08-16,P0027,W01,48,24,2024,8,3,Friday,33,700.9,307.45,Apparel,16821.6,7378.799999999999,9442.8,1,0.5
TRX001492,2023-05-14,P0021,W09,41,41,2023,5,2,Sunday,19,838.61,480.97,Furniture,34383.01,19719.77,14663.240000000002,0,1.0
TRX001493,2025-10-27,P0009,W07,6,6,2025,10,4,Monday,44,353.72,218.33,Apparel,2122.32,1309.98,812.3400000000001,0,1.0
TRX001494,2025-08-05,P0020,W02,16,16,2025,8,3,Tuesday,32,370.5,265.21,Food,5928.0,4243.36,1684.6400000000003,0,1.0
TRX001495,2023-03-14,P0035,W05,9,9,2023,3,1,Tuesday,11,36.39,16.9,Apparel,327.51,152.1,175.41,0,1.0
TRX001496,2024-02-03,P0015,W02,29,29,2024,2,1,Saturday,5,431.03,203.62,Food,12499.87,5904.9800000000005,6594.889999999999,0,1.0
TRX001497,2024-07-31,P0024,W05,4,4,2024,7,3,Wednesday,31,511.67,274.45,Electronics,2046.68,1097.8,948.88,0,1.0
TRX001498,2025-05-08,P0049,W07,26,26,2025,5,2,Thursday,19,452.59,299.74,Furniture,11767.34,7793.24,3974.1,0,1.0
TRX001499,2023-05-10,P0016,W05,38,38,2023,5,2,Wednesday,19,898.94,464.06,Furniture,34159.72,17634.28,16525.440000000002,0,1.0
TRX001500,2025-07-19,P0036,W02,26,26,2025,7,3,Saturday,29,244.02,107.43,Industrial,6344.52,2793.1800000000003,3551.34,0,1.0
TRX001501,2023-09-23,P0011,W05,14,14,2023,9,3,Saturday,38,516.76,288.17,Food,7234.639999999999,4034.38,3200.2599999999998,0,1.0
TRX001502,2025-03-03,P0008,W10,35,35,2025,3,1,Monday,10,949.29,380.13,Apparel,33225.15,13304.55,19920.6,0,1.0
TRX001503,2023-09-10,P0003,W06,49,49,2023,9,3,Sunday,36,495.69,308.9,Apparel,24288.81,15136.1,9152.710000000005,0,1.0
TRX001504,2025-04-01,P0019,W05,43,43,2025,4,2,Tuesday,14,582.29,289.52,Electronics,25038.47,12449.36,12589.11,0,1.0
TRX001505,2023-06-13,P0046,W02,24,24,2023,6,2,Tuesday,24,373.76,191.7,Electronics,8970.24,4600.799999999999,4369.4400000000005,0,1.0
TRX001506,2023-04-05,P0041,W06,8,8,2023,4,2,Wednesday,14,632.17,329.03,Food,5057.36,2632.24,2425.12,0,1.0
TRX001507,2025-04-12,P0003,W06,40,40,2025,4,2,Saturday,15,495.69,308.9,Apparel,19827.6,12356.0,7471.5999999999985,0,1.0
TRX001508,2023-12-02,P0036,W02,25,25,2023,12,4,Saturday,48,244.02,107.43,Industrial,6100.5,2685.75,3414.75,0,1.0
TRX001509,2025-04-01,P0025,W04,4,4,2025,4,2,Tuesday,14,737.86,297.51,Electronics,2951.44,1190.04,1761.4,0,1.0
TRX001510,2023-08-26,P0036,W07,15,15,2023,8,3,Saturday,34,244.02,107.43,Industrial,3660.3,1611.45,2048.8500000000004,0,1.0
TRX001511,2024-01-16,P0011,W01,16,16,2024,1,1,Tuesday,3,516.76,288.17,Food,8268.16,4610.72,3657.44,0,1.0
TRX001512,2025-06-17,P0016,W01,11,11,2025,6,2,Tuesday,25,898.94,464.06,Furniture,9888.34,5104.66,4783.68,0,1.0
TRX001513,2024-04-27,P0017,W06,28,28,2024,4,2,Saturday,17,673.13,366.36,Food,18847.64,10258.08,8589.56,0,1.0
TRX001514,2025-06-20,P0042,W07,7,7,2025,6,2,Friday,25,1056.57,458.33,Electronics,7395.99,3208.31,4187.68,0,1.0
TRX001515,2025-11-14,P0024,W05,38,38,2025,11,4,Friday,46,511.67,274.45,Electronics,19443.46,10429.1,9014.36,0,1.0
TRX001516,2024-04-26,P0017,W10,24,24,2024,4,2,Friday,17,673.13,366.36,Food,16155.12,8792.64,7362.48,0,1.0
TRX001517,2025-07-05,P0048,W08,31,31,2025,7,3,Saturday,27,529.42,336.3,Industrial,16412.02,10425.3,5986.719999999999,0,1.0
TRX001518,2025-09-20,P0020,W04,4,4,2025,9,3,Saturday,38,370.5,265.21,Food,1482.0,1060.84,421.1600000000001,0,1.0
TRX001519,2025-08-21,P0022,W03,37,37,2025,8,3,Thursday,34,674.12,423.82,Industrial,24942.44,15681.34,9261.1,0,1.0
TRX001520,2024-06-20,P0006,W07,35,35,2024,6,2,Thursday,25,434.44,201.62,Furniture,15205.4,7056.7,8148.7,0,1.0
TRX001521,2025-11-01,P0007,W04,6,6,2025,11,4,Saturday,44,146.74,99.3,Apparel,880.44,595.8,284.6400000000001,0,1.0
TRX001522,2023-05-08,P0014,W01,46,46,2023,5,2,Monday,19,474.86,230.38,Furniture,21843.56,10597.48,11246.080000000002,0,1.0
TRX001523,2023-04-02,P0011,W08,33,33,2023,4,2,Sunday,13,516.76,288.17,Food,17053.079999999998,9509.61,7543.469999999997,0,1.0
TRX001524,2024-06-26,P0012,W05,32,32,2024,6,2,Wednesday,26,33.95,25.34,Apparel,1086.4,810.88,275.5200000000001,0,1.0
TRX001525,2025-04-25,P0046,W08,46,46,2025,4,2,Friday,17,373.76,191.7,Electronics,17192.96,8818.199999999999,8374.76,0,1.0
TRX001526,2025-09-15,P0005,W08,38,38,2025,9,3,Monday,38,202.77,94.95,Industrial,7705.26,3608.1,4097.16,0,1.0
TRX001527,2024-03-22,P0005,W05,35,35,2024,3,1,Friday,12,202.77,94.95,Industrial,7096.950000000001,3323.25,3773.7000000000007,0,1.0
TRX001528,2024-01-25,P0020,W08,17,17,2024,1,1,Thursday,4,370.5,265.21,Food,6298.5,4508.57,1789.9300000000003,0,1.0
TRX001529,2024-11-02,P0015,W07,32,16,2024,11,4,Saturday,44,431.03,203.62,Food,6896.48,3257.92,3638.56,1,0.5
TRX001530,2023-02-12,P0026,W03,14,14,2023,2,1,Sunday,6,859.02,482.98,Apparel,12026.28,6761.72,5264.559999999999,0,1.0
TRX001531,2023-09-11,P0033,W04,19,19,2023,9,3,Monday,37,344.13,203.49,Food,6538.47,3866.31,2672.16,0,1.0
TRX001532,2024-10-24,P0030,W07,24,24,2024,10,4,Thursday,43,173.76,90.98,Food,4170.24,2183.52,1986.72,0,1.0
TRX001533,2024-04-11,P0024,W04,39,39,2024,4,2,Thursday,15,511.67,274.45,Electronics,19955.13,10703.55,9251.580000000002,0,1.0
TRX001534,2023-10-14,P0023,W06,11,5,2023,10,4,Saturday,41,851.61,376.19,Food,4258.05,1880.95,2377.1000000000004,1,0.455
TRX001535,2025-10-07,P0009,W02,7,7,2025,10,4,Tuesday,41,353.72,218.33,Apparel,2476.04,1528.3100000000002,947.7299999999998,0,1.0
TRX001536,2025-02-16,P0003,W02,45,45,2025,2,1,Sunday,7,495.69,308.9,Apparel,22306.05,13900.499999999998,8405.550000000001,0,1.0
TRX001537,2023-12-11,P0036,W03,24,24,2023,12,4,Monday,50,244.02,107.43,Industrial,5856.4800000000005,2578.32,3278.1600000000003,0,1.0
TRX001538,2024-10-03,P0048,W10,24,24,2024,10,4,Thursday,40,529.42,336.3,Industrial,12706.079999999998,8071.200000000001,4634.879999999997,0,1.0
TRX001539,2024-01-17,P0007,W07,14,14,2024,1,1,Wednesday,3,146.74,99.3,Apparel,2054.36,1390.2,664.1600000000001,0,1.0
TRX001540,2024-11-20,P0022,W03,24,24,2024,11,4,Wednesday,47,674.12,423.82,Industrial,16178.88,10171.68,6007.200000000001,0,1.0
TRX001541,2024-04-01,P0014,W03,11,11,2024,4,2,Monday,14,474.86,230.38,Furniture,5223.46,2534.18,2689.28,0,1.0
TRX001542,2025-09-09,P0048,W04,8,8,2025,9,3,Tuesday,37,529.42,336.3,Industrial,4235.36,2690.4,1544.9599999999996,0,1.0
TRX001543,2023-03-24,P0029,W10,44,44,2023,3,1,Friday,12,229.79,155.17,Food,10110.76,6827.48,3283.2800000000007,0,1.0
TRX001544,2023-05-29,P0050,W06,15,15,2023,5,2,Monday,22,358.43,144.61,Food,5376.45,2169.15,3207.3,0,1.0
TRX001545,2023-07-09,P0016,W01,42,21,2023,7,3,Sunday,27,898.94,464.06,Furniture,18877.74,9745.26,9132.48,1,0.5
TRX001546,2025-06-01,P0048,W06,2,2,2025,6,2,Sunday,22,529.42,336.3,Industrial,1058.84,672.6,386.2399999999999,0,1.0
TRX001547,2023-09-20,P0034,W08,24,24,2023,9,3,Wednesday,38,240.6,153.81,Electronics,5774.4,3691.44,2082.96,0,1.0
TRX001548,2024-02-04,P0010,W08,45,45,2024,2,1,Sunday,5,276.59,111.89,Industrial,12446.55,5035.05,7411.499999999999,0,1.0
TRX001549,2025-02-02,P0007,W06,10,10,2025,2,1,Sunday,5,146.74,99.3,Apparel,1467.4,993.0,474.4000000000001,0,1.0
TRX001550,2024-08-31,P0025,W06,32,32,2024,8,3,Saturday,35,737.86,297.51,Electronics,23611.52,9520.32,14091.2,0,1.0
TRX001551,2025-02-23,P0027,W03,17,17,2025,2,1,Sunday,8,700.9,307.45,Apparel,11915.3,5226.65,6688.65,0,1.0
TRX001552,2023-04-11,P0015,W02,10,10,2023,4,2,Tuesday,15,431.03,203.62,Food,4310.299999999999,2036.2,2274.0999999999995,0,1.0
TRX001553,2025-03-30,P0032,W07,22,22,2025,3,1,Sunday,13,506.71,217.47,Food,11147.62,4784.34,6363.279999999999,0,1.0
TRX001554,2025-03-30,P0028,W08,6,6,2025,3,1,Sunday,13,327.95,145.24,Furniture,1967.7,871.44,1096.2599999999998,0,1.0
TRX001555,2024-02-24,P0009,W10,27,27,2024,2,1,Saturday,8,353.72,218.33,Apparel,9550.44,5894.910000000001,3655.53,0,1.0
TRX001556,2023-05-04,P0007,W06,20,20,2023,5,2,Thursday,18,146.74,99.3,Apparel,2934.8,1986.0,948.8000000000002,0,1.0
TRX001557,2024-02-26,P0016,W05,1,1,2024,2,1,Monday,9,898.94,464.06,Furniture,898.94,464.06,434.88000000000005,0,1.0
TRX001558,2025-02-06,P0026,W04,17,17,2025,2,1,Thursday,6,859.02,482.98,Apparel,14603.34,8210.66,6392.68,0,1.0
TRX001559,2024-04-27,P0035,W01,1,1,2024,4,2,Saturday,17,36.39,16.9,Apparel,36.39,16.9,19.49,0,1.0
TRX001560,2024-06-02,P0017,W09,37,37,2024,6,2,Sunday,22,673.13,366.36,Food,24905.81,13555.32,11350.490000000002,0,1.0
TRX001561,2023-06-04,P0023,W10,15,15,2023,6,2,Sunday,22,851.61,376.19,Food,12774.15,5642.85,7131.299999999999,0,1.0
TRX001562,2023-04-02,P0008,W04,1,1,2023,4,2,Sunday,13,949.29,380.13,Apparel,949.29,380.13,569.16,0,1.0
TRX001563,2025-09-08,P0002,W02,17,17,2025,9,3,Monday,37,475.09,344.8,Industrial,8076.53,5861.6,2214.9299999999994,0,1.0
TRX001564,2024-03-30,P0031,W04,46,46,2024,3,1,Saturday,13,37.7,17.66,Apparel,1734.2,812.36,921.84,0,1.0
TRX001565,2024-08-20,P0032,W05,45,45,2024,8,3,Tuesday,34,506.71,217.47,Food,22801.95,9786.15,13015.8,0,1.0
TRX001566,2024-05-24,P0029,W02,43,43,2024,5,2,Friday,21,229.79,155.17,Food,9880.97,6672.31,3208.66,0,1.0
TRX001567,2024-01-21,P0003,W07,44,44,2024,1,1,Sunday,3,495.69,308.9,Apparel,21810.36,13591.6,8218.760000000002,0,1.0
TRX001568,2024-02-09,P0008,W03,38,38,2024,2,1,Friday,6,949.29,380.13,Apparel,36073.02,14444.94,21628.079999999994,0,1.0
TRX001569,2023-09-03,P0002,W08,43,43,2023,9,3,Sunday,35,475.09,344.8,Industrial,20428.87,14826.4,5602.469999999999,0,1.0
TRX001570,2025-01-11,P0031,W04,2,2,2025,1,1,Saturday,2,37.7,17.66,Apparel,75.4,35.32,40.080000000000005,0,1.0
TRX001571,2024-10-22,P0049,W05,18,18,2024,10,4,Tuesday,43,452.59,299.74,Furniture,8146.62,5395.32,2751.3,0,1.0
TRX001572,2024-10-11,P0037,W03,12,12,2024,10,4,Friday,41,616.15,358.56,Apparel,7393.799999999999,4302.72,3091.079999999999,0,1.0
TRX001573,2025-06-19,P0020,W05,29,29,2025,6,2,Thursday,25,370.5,265.21,Food,10744.5,7691.089999999999,3053.4100000000008,0,1.0
TRX001574,2023-03-06,P0029,W09,23,23,2023,3,1,Monday,10,229.79,155.17,Food,5285.17,3568.91,1716.2600000000002,0,1.0
TRX001575,2025-11-02,P0017,W02,47,47,2025,11,4,Sunday,44,673.13,366.36,Food,31637.11,17218.920000000002,14418.19,0,1.0
TRX001576,2023-08-01,P0010,W07,9,9,2023,8,3,Tuesday,31,276.59,111.89,Industrial,2489.31,1007.01,1482.3,0,1.0
TRX001577,2023-08-30,P0041,W10,8,8,2023,8,3,Wednesday,35,632.17,329.03,Food,5057.36,2632.24,2425.12,0,1.0
TRX001578,2024-05-07,P0022,W08,16,16,2024,5,2,Tuesday,19,674.12,423.82,Industrial,10785.92,6781.12,4004.8,0,1.0
TRX001579,2023-12-04,P0006,W03,23,23,2023,12,4,Monday,49,434.44,201.62,Furniture,9992.12,4637.26,5354.860000000001,0,1.0
TRX001580,2023-06-22,P0043,W04,29,29,2023,6,2,Thursday,25,900.31,426.52,Food,26108.99,12369.08,13739.909999999998,0,1.0
TRX001581,2024-11-02,P0034,W10,10,10,2024,11,4,Saturday,44,240.6,153.81,Electronics,2406.0,1538.1,867.9000000000001,0,1.0
TRX001582,2023-06-13,P0031,W02,12,12,2023,6,2,Tuesday,24,37.7,17.66,Apparel,452.4,211.92,240.48,0,1.0
TRX001583,2024-04-09,P0012,W10,12,12,2024,4,2,Tuesday,15,33.95,25.34,Apparel,407.4,304.08,103.32000000000004,0,1.0
TRX001584,2025-09-21,P0012,W09,30,30,2025,9,3,Sunday,38,33.95,25.34,Apparel,1018.5,760.2,258.30000000000007,0,1.0
TRX001585,2024-05-11,P0016,W03,10,10,2024,5,2,Saturday,19,898.94,464.06,Furniture,8989.400000000001,4640.6,4348.800000000001,0,1.0
TRX001586,2024-11-30,P0025,W09,14,14,2024,11,4,Saturday,48,737.86,297.51,Electronics,10330.04,4165.139999999999,6164.9000000000015,0,1.0
TRX001587,2024-01-30,P0022,W07,4,4,2024,1,1,Tuesday,5,674.12,423.82,Industrial,2696.48,1695.28,1001.2,0,1.0
TRX001588,2024-12-03,P0027,W06,47,47,2024,12,4,Tuesday,49,700.9,307.45,Apparel,32942.3,14450.15,18492.149999999998,0,1.0
TRX001589,2023-11-04,P0024,W03,20,20,2023,11,4,Saturday,44,511.67,274.45,Electronics,10233.4,5489.0,4744.4,0,1.0
TRX001590,2023-07-02,P0012,W07,41,41,2023,7,3,Sunday,26,33.95,25.34,Apparel,1391.95,1038.94,353.01,0,1.0
TRX001591,2024-09-20,P0018,W03,39,39,2024,9,3,Friday,38,333.79,170.0,Industrial,13017.81,6630.0,6387.810000000001,0,1.0
