order_id,order_date,supplier_id,product_id,qty_ordered,delivery_days_actual,supplier_name,country,reliability_score,lead_time_days,expected_delivery_days,delay_days,is_delayed,unit_cost,order_value
PO00619,2025-01-19,S001,P0018,165,27,Supplier_A,India,0.96,19,19,8,1,170.0,28050.0
PO00620,2024-05-29,S011,P0022,437,25,Supplier_K,USA,0.77,15,15,10,1,423.82,185209.34
PO00621,2024-06-19,S007,P0030,216,11,Supplier_G,Japan,0.75,15,15,-4,0,90.98,19651.68
PO00622,2025-01-21,S010,P0011,480,17,Supplier_J,USA,0.89,9,9,8,1,288.17,138321.6
PO00623,2023-10-11,S009,P0042,289,7,Supplier_I,Germany,0.9,8,8,-1,0,458.33,132457.37
PO00624,2024-01-17,S007,P0042,399,21,Supplier_G,Japan,0.75,8,8,13,1,458.33,182873.66999999998
PO00625,2023-03-14,S017,P0039,270,23,Supplier_Q,India,0.95,11,11,12,1,306.92,82868.40000000001
PO00626,2023-12-13,S003,P0015,122,28,Supplier_C,USA,0.7,12,12,16,1,203.62,24841.64
PO00627,2025-06-17,S003,P0048,493,24,Supplier_C,USA,0.7,14,14,10,1,336.3,165795.9
PO00628,2025-04-20,S010,P0036,105,26,Supplier_J,USA,0.89,3,3,23,1,107.43,11280.150000000001
PO00629,2025-01-24,S020,P0012,478,14,Supplier_T,India,0.73,11,11,3,1,25.34,12112.52
PO00630,2024-12-02,S001,P0047,285,20,Supplier_A,India,0.96,12,12,8,1,337.73,96253.05
PO00631,2023-06-24,S015,P0026,404,9,Supplier_O,India,0.92,15,15,-6,0,482.98,195123.92
PO00632,2023-06-12,S009,P0049,294,10,Supplier_I,Germany,0.9,17,17,-7,0,299.74,88123.56
PO00633,2025-04-09,S009,P0006,420,16,Supplier_I,Germany,0.9,16,16,0,0,201.62,84680.40000000001
PO00634,2024-04-25,S007,P0035,365,5,Supplier_G,Japan,0.75,9,9,-4,0,16.9,6168.499999999999
PO00635,2025-09-16,S010,P0045,295,22,Supplier_J,USA,0.89,7,7,15,1,56.75,16741.25
PO00636,2025-07-15,S013,P0002,456,20,Supplier_M,Germany,0.77,3,3,17,1,344.8,157228.80000000002
PO00637,2024-05-28,S008,P0023,160,29,Supplier_H,Japan,0.86,17,17,12,1,376.19,60190.4
PO00638,2023-11-23,S017,P0004,240,23,Supplier_Q,India,0.95,7,7,16,1,418.27,100384.79999999999
PO00639,2024-07-26,S001,P0038,191,6,Supplier_A,India,0.96,15,15,-9,0,397.19,75863.29
PO00640,2023-12-22,S014,P0043,194,9,Supplier_N,Germany,0.79,10,10,-1,0,426.52,82744.87999999999
PO00641,2024-08-24,S015,P0003,308,9,Supplier_O,India,0.92,5,5,4,1,308.9,95141.2
PO00642,2024-06-05,S014,P0042,244,26,Supplier_N,Germany,0.79,8,8,18,1,458.33,111832.51999999999
PO00643,2024-06-26,S008,P0009,487,23,Supplier_H,Japan,0.86,7,7,16,1,218.33,106326.71
PO00644,2023-04-16,S013,P0019,239,15,Supplier_M,Germany,0.77,6,6,9,1,289.52,69195.28
PO00645,2025-02-23,S005,P0002,425,25,Supplier_E,USA,0.89,3,3,22,1,344.8,146540.0
PO00646,2025-03-05,S004,P0019,272,9,Supplier_D,China,0.73,6,6,3,1,289.52,78749.44
PO00647,2024-12-01,S016,P0001,226,15,Supplier_P,USA,0.89,5,5,10,1,128.1,28950.6
PO00648,2023-05-22,S010,P0007,213,15,Supplier_J,USA,0.89,5,5,10,1,99.3,21150.899999999998
PO00649,2024-05-15,S012,P0010,267,12,Supplier_L,Germany,0.91,16,16,-4,0,111.89,29874.63
PO00650,2025-09-14,S011,P0050,302,25,Supplier_K,USA,0.77,11,11,14,1,144.61,43672.22
PO00651,2023-01-30,S011,P0005,475,20,Supplier_K,USA,0.77,17,17,3,1,94.95,45101.25
PO00652,2023-06-18,S014,P0040,237,15,Supplier_N,Germany,0.79,5,5,10,1,463.89,109941.93
PO00653,2024-05-23,S003,P0007,327,5,Supplier_C,USA,0.7,5,5,0,0,99.3,32471.1
PO00654,2024-06-07,S007,P0038,182,19,Supplier_G,Japan,0.75,15,15,4,1,397.19,72288.58
PO00655,2024-08-17,S014,P0010,101,21,Supplier_N,Germany,0.79,16,16,5,1,111.89,11300.89
PO00656,2024-03-13,S014,P0024,411,20,Supplier_N,Germany,0.79,13,13,7,1,274.45,112798.95
PO00657,2025-04-23,S001,P0006,421,21,Supplier_A,India,0.96,16,16,5,1,201.62,84882.02
PO00658,2024-08-22,S018,P0044,352,29,Supplier_R,Germany,0.89,11,11,18,1,230.23,81040.95999999999
PO00659,2023-04-15,S002,P0042,112,27,Supplier_B,India,0.88,8,8,19,1,458.33,51332.96
PO00660,2023-06-02,S012,P0039,139,19,Supplier_L,Germany,0.91,11,11,8,1,306.92,42661.880000000005
PO00661,2024-11-28,S014,P0007,164,23,Supplier_N,Germany,0.79,5,5,18,1,99.3,16285.199999999999
PO00662,2025-02-02,S018,P0030,305,15,Supplier_R,Germany,0.89,15,15,0,0,90.98,27748.9
PO00663,2024-11-26,S013,P0048,243,6,Supplier_M,Germany,0.77,14,14,-8,0,336.3,81720.90000000001
PO00664,2024-03-08,S013,P0027,432,6,Supplier_M,Germany,0.77,9,9,-3,0,307.45,132818.4
PO00665,2023-08-04,S006,P0033,472,20,Supplier_F,India,0.7,14,14,6,1,203.49,96047.28
PO00666,2023-07-25,S002,P0003,274,26,Supplier_B,India,0.88,5,5,21,1,308.9,84638.59999999999
PO00667,2023-03-24,S001,P0039,316,26,Supplier_A,India,0.96,11,11,15,1,306.92,96986.72
PO00668,2023-04-07,S012,P0004,222,10,Supplier_L,Germany,0.91,7,7,3,1,418.27,92855.94
PO00669,2024-12-10,S005,P0037,201,6,Supplier_E,USA,0.89,3,3,3,1,358.56,72070.56
PO00670,2023-10-17,S011,P0005,106,11,Supplier_K,USA,0.77,17,17,-6,0,94.95,10064.7
PO00671,2025-07-07,S008,P0038,321,15,Supplier_H,Japan,0.86,15,15,0,0,397.19,127497.99
PO00672,2023-05-22,S002,P0031,116,14,Supplier_B,India,0.88,8,8,6,1,17.66,2048.56
PO00673,2023-08-02,S006,P0040,480,20,Supplier_F,India,0.7,5,5,15,1,463.89,222667.19999999998
PO00674,2025-03-16,S006,P0045,201,23,Supplier_F,India,0.7,7,7,16,1,56.75,11406.75
PO00675,2023-03-19,S015,P0022,473,5,Supplier_O,India,0.92,15,15,-10,0,423.82,200466.86
PO00676,2023-02-14,S002,P0041,416,7,Supplier_B,India,0.88,9,9,-2,0,329.03,136876.47999999998
PO00677,2024-07-26,S005,P0008,333,10,Supplier_E,USA,0.89,3,3,7,1,380.13,126583.29
PO00678,2024-10-03,S007,P0032,428,11,Supplier_G,Japan,0.75,14,14,-3,0,217.47,93077.16
PO00679,2024-06-04,S019,P0016,486,14,Supplier_S,USA,0.86,15,15,-1,0,464.06,225533.16
PO00680,2025-08-03,S005,P0014,272,7,Supplier_E,USA,0.89,17,17,-10,0,230.38,62663.36
PO00681,2024-03-04,S015,P0048,286,17,Supplier_O,India,0.92,14,14,3,1,336.3,96181.8
PO00682,2024-06-30,S016,P0045,337,14,Supplier_P,USA,0.89,7,7,7,1,56.75,19124.75
PO00683,2025-09-05,S003,P0036,131,18,Supplier_C,USA,0.7,3,3,15,1,107.43,14073.330000000002
PO00684,2025-05-17,S015,P0006,422,16,Supplier_O,India,0.92,16,16,0,0,201.62,85083.64
PO00685,2023-10-29,S008,P0015,356,16,Supplier_H,Japan,0.86,12,12,4,1,203.62,72488.72
PO00686,2025-08-22,S016,P0011,203,28,Supplier_P,USA,0.89,9,9,19,1,288.17,58498.51
PO00687,2025-09-08,S015,P0026,107,7,Supplier_O,India,0.92,15,15,-8,0,482.98,51678.86
PO00688,2023-03-16,S011,P0021,385,10,Supplier_K,USA,0.77,9,9,1,1,480.97,185173.45
PO00689,2023-11-02,S017,P0017,326,18,Supplier_Q,India,0.95,9,9,9,1,366.36,119433.36
PO00690,2025-03-14,S005,P0027,318,15,Supplier_E,USA,0.89,9,9,6,1,307.45,97769.09999999999
PO00691,2024-02-27,S016,P0031,155,6,Supplier_P,USA,0.89,8,8,-2,0,17.66,2737.3
PO00692,2024-04-09,S019,P0014,361,29,Supplier_S,USA,0.86,17,17,12,1,230.38,83167.18
PO00693,2023-01-02,S009,P0033,259,27,Supplier_I,Germany,0.9,14,14,13,1,203.49,52703.91
PO00694,2023-09-17,S020,P0002,422,12,Supplier_T,India,0.73,3,3,9,1,344.8,145505.6
PO00695,2023-06-25,S012,P0023,167,15,Supplier_L,Germany,0.91,17,17,-2,0,376.19,62823.73
PO00696,2023-07-05,S011,P0038,127,16,Supplier_K,USA,0.77,15,15,1,1,397.19,50443.13
PO00697,2024-11-21,S002,P0037,464,22,Supplier_B,India,0.88,3,3,19,1,358.56,166371.84
PO00698,2023-11-29,S017,P0026,463,8,Supplier_Q,India,0.95,15,15,-7,0,482.98,223619.74000000002
PO00699,2024-11-04,S001,P0002,314,28,Supplier_A,India,0.96,3,3,25,1,344.8,108267.2
PO00700,2025-07-21,S007,P0036,112,17,Supplier_G,Japan,0.75,3,3,14,1,107.43,12032.16
PO00701,2024-11-25,S004,P0027,186,13,Supplier_D,China,0.73,9,9,4,1,307.45,57185.7
PO00702,2023-12-18,S004,P0013,422,18,Supplier_D,China,0.73,17,17,1,1,422.72,178387.84000000003
PO00703,2023-10-27,S015,P0004,482,24,Supplier_O,India,0.92,7,7,17,1,418.27,201606.13999999998
PO00704,2023-07-26,S004,P0024,393,26,Supplier_D,China,0.73,13,13,13,1,274.45,107858.84999999999
PO00705,2023-11-20,S020,P0024,379,9,Supplier_T,India,0.73,13,13,-4,0,274.45,104016.55
PO00706,2025-04-23,S003,P0011,367,26,Supplier_C,USA,0.7,9,9,17,1,288.17,105758.39
PO00707,2023-12-10,S019,P0040,364,16,Supplier_S,USA,0.86,5,5,11,1,463.89,168855.96
PO00708,2023-09-05,S020,P0017,356,7,Supplier_T,India,0.73,9,9,-2,0,366.36,130424.16
PO00709,2025-11-29,S015,P0039,180,9,Supplier_O,India,0.92,11,11,-2,0,306.92,55245.600000000006
PO00710,2023-08-27,S012,P0023,387,16,Supplier_L,Germany,0.91,17,17,-1,0,376.19,145585.53
PO00711,2025-05-10,S001,P0039,168,27,Supplier_A,India,0.96,11,11,16,1,306.92,51562.560000000005
PO00712,2024-09-29,S005,P0036,439,8,Supplier_E,USA,0.89,3,3,5,1,107.43,47161.770000000004
PO00713,2025-09-17,S015,P0036,219,9,Supplier_O,India,0.92,3,3,6,1,107.43,23527.170000000002
PO00714,2023-09-03,S006,P0043,330,10,Supplier_F,India,0.7,10,10,0,0,426.52,140751.6
PO00715,2024-05-22,S002,P0005,362,17,Supplier_B,India,0.88,17,17,0,0,94.95,34371.9
PO00716,2024-04-09,S001,P0030,491,13,Supplier_A,India,0.96,15,15,-2,0,90.98,44671.18
PO00717,2025-08-16,S011,P0007,362,13,Supplier_K,USA,0.77,5,5,8,1,99.3,35946.6
PO00718,2025-11-12,S015,P0046,462,29,Supplier_O,India,0.92,3,3,26,1,191.7,88565.4
PO00719,2023-05-19,S007,P0002,251,21,Supplier_G,Japan,0.75,3,3,18,1,344.8,86544.8
PO00720,2024-06-18,S012,P0040,314,23,Supplier_L,Germany,0.91,5,5,18,1,463.89,145661.46
PO00721,2025-10-10,S001,P0030,437,6,Supplier_A,India,0.96,15,15,-9,0,90.98,39758.26
PO00722,2023-11-21,S019,P0042,187,26,Supplier_S,USA,0.86,8,8,18,1,458.33,85707.70999999999
PO00723,2024-03-11,S006,P0029,432,19,Supplier_F,India,0.7,12,12,7,1,155.17,67033.43999999999
PO00724,2024-05-01,S002,P0046,289,13,Supplier_B,India,0.88,3,3,10,1,191.7,55401.299999999996
PO00725,2023-08-19,S015,P0015,363,6,Supplier_O,India,0.92,12,12,-6,0,203.62,73914.06
PO00726,2025-11-06,S014,P0011,272,18,Supplier_N,Germany,0.79,9,9,9,1,288.17,78382.24
PO00727,2024-08-21,S008,P0007,314,20,Supplier_H,Japan,0.86,5,5,15,1,99.3,31180.2
PO00728,2023-04-04,S003,P0019,396,11,Supplier_C,USA,0.7,6,6,5,1,289.52,114649.92
PO00729,2024-04-19,S018,P0030,331,21,Supplier_R,Germany,0.89,15,15,6,1,90.98,30114.38
PO00730,2024-10-17,S013,P0038,210,18,Supplier_M,Germany,0.77,15,15,3,1,397.19,83409.9
PO00731,2024-09-24,S009,P0007,118,16,Supplier_I,Germany,0.9,5,5,11,1,99.3,11717.4
PO00732,2025-05-12,S004,P0036,118,14,Supplier_D,China,0.73,3,3,11,1,107.43,12676.740000000002
PO00733,2023-05-03,S003,P0014,493,8,Supplier_C,USA,0.7,17,17,-9,0,230.38,113577.34
PO00734,2025-09-02,S004,P0024,390,16,Supplier_D,China,0.73,13,13,3,1,274.45,107035.5
PO00735,2025-10-03,S013,P0005,109,21,Supplier_M,Germany,0.77,17,17,4,1,94.95,10349.550000000001
PO00736,2023-08-09,S002,P0011,427,5,Supplier_B,India,0.88,9,9,-4,0,288.17,123048.59000000001
PO00737,2025-01-13,S010,P0048,271,27,Supplier_J,USA,0.89,14,14,13,1,336.3,91137.3
PO00738,2024-07-07,S007,P0039,239,17,Supplier_G,Japan,0.75,11,11,6,1,306.92,73353.88
PO00739,2024-11-12,S005,P0027,285,9,Supplier_E,USA,0.89,9,9,0,0,307.45,87623.25
PO00740,2023-08-01,S020,P0026,251,12,Supplier_T,India,0.73,15,15,-3,0,482.98,121227.98000000001
PO00741,2024-10-18,S003,P0016,362,6,Supplier_C,USA,0.7,15,15,-9,0,464.06,167989.72
PO00742,2023-12-29,S006,P0050,337,26,Supplier_F,India,0.7,11,11,15,1,144.61,48733.57000000001
PO00743,2023-06-05,S004,P0009,375,13,Supplier_D,China,0.73,7,7,6,1,218.33,81873.75
PO00744,2025-09-17,S004,P0008,370,23,Supplier_D,China,0.73,3,3,20,1,380.13,140648.1
PO00745,2024-07-12,S012,P0031,118,26,Supplier_L,Germany,0.91,8,8,18,1,17.66,2083.88
PO00746,2024-06-06,S016,P0014,366,18,Supplier_P,USA,0.89,17,17,1,1,230.38,84319.08
PO00747,2023-11-17,S003,P0008,101,29,Supplier_C,USA,0.7,3,3,26,1,380.13,38393.13
PO00748,2024-07-08,S010,P0038,297,7,Supplier_J,USA,0.89,15,15,-8,0,397.19,117965.43
PO00749,2023-09-14,S001,P0043,403,25,Supplier_A,India,0.96,10,10,15,1,426.52,171887.56
PO00750,2025-02-15,S011,P0029,396,10,Supplier_K,USA,0.77,12,12,-2,0,155.17,61447.31999999999
PO00751,2023-08-20,S008,P0032,475,21,Supplier_H,Japan,0.86,14,14,7,1,217.47,103298.25
PO00752,2023-03-15,S016,P0020,248,20,Supplier_P,USA,0.89,7,7,13,1,265.21,65772.08
PO00753,2025-06-23,S013,P0045,420,28,Supplier_M,Germany,0.77,7,7,21,1,56.75,23835.0
PO00754,2023-02-11,S009,P0022,461,23,Supplier_I,Germany,0.9,15,15,8,1,423.82,195381.02
PO00755,2023-12-27,S001,P0022,242,20,Supplier_A,India,0.96,15,15,5,1,423.82,102564.44
PO00756,2023-04-04,S017,P0001,405,14,Supplier_Q,India,0.95,5,5,9,1,128.1,51880.5
PO00757,2025-01-26,S001,P0033,374,28,Supplier_A,India,0.96,14,14,14,1,203.49,76105.26000000001
PO00758,2025-10-23,S016,P0041,329,21,Supplier_P,USA,0.89,9,9,12,1,329.03,108250.87
PO00759,2024-10-27,S016,P0037,333,24,Supplier_P,USA,0.89,3,3,21,1,358.56,119400.48
PO00760,2023-08-15,S013,P0031,372,20,Supplier_M,Germany,0.77,8,8,12,1,17.66,6569.52
PO00761,2025-09-25,S016,P0039,195,8,Supplier_P,USA,0.89,11,11,-3,0,306.92,59849.4
PO00762,2025-08-04,S020,P0015,468,28,Supplier_T,India,0.73,12,12,16,1,203.62,95294.16
PO00763,2024-01-14,S007,P0006,287,20,Supplier_G,Japan,0.75,16,16,4,1,201.62,57864.94
PO00764,2025-05-22,S012,P0033,328,24,Supplier_L,Germany,0.91,14,14,10,1,203.49,66744.72
PO00765,2024-11-19,S016,P0006,429,24,Supplier_P,USA,0.89,16,16,8,1,201.62,86494.98
PO00766,2023-10-08,S016,P0011,261,27,Supplier_P,USA,0.89,9,9,18,1,288.17,75212.37000000001
PO00767,2025-08-31,S009,P0047,437,28,Supplier_I,Germany,0.9,12,12,16,1,337.73,147588.01
PO00768,2024-12-13,S015,P0022,160,20,Supplier_O,India,0.92,15,15,5,1,423.82,67811.2
PO00769,2025-09-09,S017,P0018,157,26,Supplier_Q,India,0.95,19,19,7,1,170.0,26690.0
PO00770,2024-10-07,S005,P0010,162,24,Supplier_E,USA,0.89,16,16,8,1,111.89,18126.18
PO00771,2023-06-05,S006,P0028,344,20,Supplier_F,India,0.7,4,4,16,1,145.24,49962.560000000005
PO00772,2025-02-19,S009,P0042,157,27,Supplier_I,Germany,0.9,8,8,19,1,458.33,71957.81
PO00773,2025-05-27,S004,P0026,282,29,Supplier_D,China,0.73,15,15,14,1,482.98,136200.36000000002
PO00774,2024-09-17,S015,P0018,247,6,Supplier_O,India,0.92,19,19,-13,0,170.0,41990.0
PO00775,2025-07-14,S006,P0008,159,16,Supplier_F,India,0.7,3,3,13,1,380.13,60440.67
PO00776,2023-05-13,S013,P0006,416,23,Supplier_M,Germany,0.77,16,16,7,1,201.62,83873.92
PO00777,2025-06-04,S011,P0026,269,21,Supplier_K,USA,0.77,15,15,6,1,482.98,129921.62000000001
PO00778,2023-09-13,S001,P0047,148,11,Supplier_A,India,0.96,12,12,-1,0,337.73,49984.04
PO00779,2024-04-26,S009,P0031,372,26,Supplier_I,Germany,0.9,8,8,18,1,17.66,6569.52
PO00780,2024-01-11,S001,P0033,181,14,Supplier_A,India,0.96,14,14,0,0,203.49,36831.69
PO00781,2025-05-10,S002,P0029,375,28,Supplier_B,India,0.88,12,12,16,1,155.17,58188.74999999999
PO00782,2025-08-01,S017,P0019,166,22,Supplier_Q,India,0.95,6,6,16,1,289.52,48060.32
PO00783,2025-07-08,S005,P0027,475,9,Supplier_E,USA,0.89,9,9,0,0,307.45,146038.75
PO00784,2024-12-11,S004,P0018,324,5,Supplier_D,China,0.73,19,19,-14,0,170.0,55080.0
PO00785,2024-05-28,S016,P0004,377,29,Supplier_P,USA,0.89,7,7,22,1,418.27,157687.78999999998
PO00786,2025-09-04,S020,P0023,408,22,Supplier_T,India,0.73,17,17,5,1,376.19,153485.52
PO00787,2024-05-19,S011,P0008,159,17,Supplier_K,USA,0.77,3,3,14,1,380.13,60440.67
PO00788,2023-09-12,S018,P0040,390,11,Supplier_R,Germany,0.89,5,5,6,1,463.89,180917.1
PO00789,2024-07-04,S002,P0024,326,11,Supplier_B,India,0.88,13,13,-2,0,274.45,89470.7
PO00790,2023-11-25,S016,P0005,387,18,Supplier_P,USA,0.89,17,17,1,1,94.95,36745.65
PO00791,2023-05-12,S006,P0048,316,16,Supplier_F,India,0.7,14,14,2,1,336.3,106270.8
PO00792,2023-10-03,S008,P0011,437,24,Supplier_H,Japan,0.86,9,9,15,1,288.17,125930.29000000001
PO00793,2024-08-25,S020,P0043,148,10,Supplier_T,India,0.73,10,10,0,0,426.52,63124.96
PO00794,2023-03-03,S019,P0014,176,22,Supplier_S,USA,0.86,17,17,5,1,230.38,40546.88
PO00795,2024-12-09,S015,P0011,215,6,Supplier_O,India,0.92,9,9,-3,0,288.17,61956.55
PO00796,2024-03-27,S014,P0013,412,13,Supplier_N,Germany,0.79,17,17,-4,0,422.72,174160.64
PO00797,2023-05-27,S001,P0022,160,5,Supplier_A,India,0.96,15,15,-10,0,423.82,67811.2
PO00798,2025-02-22,S006,P0040,462,26,Supplier_F,India,0.7,5,5,21,1,463.89,214317.18
PO00799,2023-07-27,S018,P0014,365,5,Supplier_R,Germany,0.89,17,17,-12,0,230.38,84088.7
PO00800,2025-03-12,S001,P0020,130,15,Supplier_A,India,0.96,7,7,8,1,265.21,34477.299999999996
PO00801,2024-04-08,S018,P0001,460,26,Supplier_R,Germany,0.89,5,5,21,1,128.1,58926.0
PO00802,2024-07-31,S016,P0021,374,8,Supplier_P,USA,0.89,9,9,-1,0,480.97,179882.78
PO00803,2025-02-19,S019,P0025,427,25,Supplier_S,USA,0.86,6,6,19,1,297.51,127036.76999999999
PO00804,2024-04-24,S018,P0028,427,24,Supplier_R,Germany,0.89,4,4,20,1,145.24,62017.48
PO00805,2025-06-01,S012,P0037,415,9,Supplier_L,Germany,0.91,3,3,6,1,358.56,148802.4
PO00806,2023-05-29,S003,P0032,308,23,Supplier_C,USA,0.7,14,14,9,1,217.47,66980.76
PO00807,2024-03-19,S004,P0036,489,15,Supplier_D,China,0.73,3,3,12,1,107.43,52533.270000000004
PO00808,2023-04-16,S005,P0036,475,26,Supplier_E,USA,0.89,3,3,23,1,107.43,51029.25
PO00809,2024-03-05,S008,P0002,306,5,Supplier_H,Japan,0.86,3,3,2,1,344.8,105508.8
PO00810,2023-09-29,S006,P0040,454,22,Supplier_F,India,0.7,5,5,17,1,463.89,210606.06
PO00811,2025-11-22,S016,P0029,156,26,Supplier_P,USA,0.89,12,12,14,1,155.17,24206.519999999997
PO00812,2024-11-22,S016,P0048,292,16,Supplier_P,USA,0.89,14,14,2,1,336.3,98199.6
PO00813,2023-03-16,S017,P0046,392,13,Supplier_Q,India,0.95,3,3,10,1,191.7,75146.4
PO00814,2025-01-01,S012,P0016,124,9,Supplier_L,Germany,0.91,15,15,-6,0,464.06,57543.44
PO00815,2025-02-17,S014,P0027,361,18,Supplier_N,Germany,0.79,9,9,9,1,307.45,110989.45
PO00816,2023-01-07,S014,P0009,154,22,Supplier_N,Germany,0.79,7,7,15,1,218.33,33622.82
PO00817,2025-06-30,S006,P0040,465,25,Supplier_F,India,0.7,5,5,20,1,463.89,215708.85
PO00818,2025-03-07,S018,P0045,288,10,Supplier_R,Germany,0.89,7,7,3,1,56.75,16344.0
PO00819,2023-09-18,S011,P0005,336,6,Supplier_K,USA,0.77,17,17,-11,0,94.95,31903.2
PO00820,2024-12-25,S012,P0013,457,19,Supplier_L,Germany,0.91,17,17,2,1,422.72,193183.04
PO00821,2023-11-16,S001,P0045,324,18,Supplier_A,India,0.96,7,7,11,1,56.75,18387.0
PO00822,2024-01-25,S015,P0025,123,15,Supplier_O,India,0.92,6,6,9,1,297.51,36593.729999999996
PO00823,2025-03-27,S004,P0005,129,15,Supplier_D,China,0.73,17,17,-2,0,94.95,12248.550000000001
PO00824,2024-03-10,S003,P0046,150,15,Supplier_C,USA,0.7,3,3,12,1,191.7,28755.0
PO00825,2024-09-12,S008,P0009,338,27,Supplier_H,Japan,0.86,7,7,20,1,218.33,73795.54000000001
PO00826,2025-04-12,S004,P0049,270,28,Supplier_D,China,0.73,17,17,11,1,299.74,80929.8
PO00827,2024-04-01,S007,P0019,342,12,Supplier_G,Japan,0.75,6,6,6,1,289.52,99015.84
PO00828,2023-07-26,S003,P0005,335,26,Supplier_C,USA,0.7,17,17,9,1,94.95,31808.25
PO00829,2024-09-16,S007,P0032,228,18,Supplier_G,Japan,0.75,14,14,4,1,217.47,49583.159999999996
PO00830,2025-09-19,S002,P0008,274,24,Supplier_B,India,0.88,3,3,21,1,380.13,104155.62
PO00831,2025-11-13,S013,P0019,118,6,Supplier_M,Germany,0.77,6,6,0,0,289.52,34163.36
PO00832,2023-01-06,S015,P0003,291,5,Supplier_O,India,0.92,5,5,0,0,308.9,89889.9
PO00833,2023-07-09,S004,P0023,161,17,Supplier_D,China,0.73,17,17,0,0,376.19,60566.59
PO00834,2025-03-19,S004,P0043,319,28,Supplier_D,China,0.73,10,10,18,1,426.52,136059.88
PO00835,2025-08-31,S014,P0010,104,25,Supplier_N,Germany,0.79,16,16,9,1,111.89,11636.56
PO00836,2024-06-05,S006,P0020,403,13,Supplier_F,India,0.7,7,7,6,1,265.21,106879.62999999999
PO00837,2024-08-15,S018,P0038,181,15,Supplier_R,Germany,0.89,15,15,0,0,397.19,71891.39
PO00838,2023-04-03,S019,P0021,431,12,Supplier_S,USA,0.86,9,9,3,1,480.97,207298.07
PO00839,2023-11-22,S010,P0019,425,19,Supplier_J,USA,0.89,6,6,13,1,289.52,123045.99999999999
PO00840,2024-10-08,S007,P0014,228,22,Supplier_G,Japan,0.75,17,17,5,1,230.38,52526.64
PO00841,2023-09-18,S013,P0002,270,29,Supplier_M,Germany,0.77,3,3,26,1,344.8,93096.0
PO00842,2025-11-16,S020,P0032,356,19,Supplier_T,India,0.73,14,14,5,1,217.47,77419.31999999999
PO00843,2023-09-30,S016,P0026,339,15,Supplier_P,USA,0.89,15,15,0,0,482.98,163730.22
PO00844,2024-12-01,S009,P0037,263,24,Supplier_I,Germany,0.9,3,3,21,1,358.56,94301.28
PO00845,2025-04-12,S013,P0045,255,20,Supplier_M,Germany,0.77,7,7,13,1,56.75,14471.25
PO00846,2023-09-28,S002,P0044,108,23,Supplier_B,India,0.88,11,11,12,1,230.23,24864.84
PO00847,2024-04-30,S004,P0040,151,18,Supplier_D,China,0.73,5,5,13,1,463.89,70047.39
PO00848,2023-07-05,S019,P0028,377,13,Supplier_S,USA,0.86,4,4,9,1,145.24,54755.48
PO00849,2024-04-03,S010,P0024,270,22,Supplier_J,USA,0.89,13,13,9,1,274.45,74101.5
PO00850,2023-02-21,S001,P0018,463,16,Supplier_A,India,0.96,19,19,-3,0,170.0,78710.0
PO00851,2023-10-26,S004,P0017,488,26,Supplier_D,China,0.73,9,9,17,1,366.36,178783.68
PO00852,2024-09-16,S016,P0043,433,19,Supplier_P,USA,0.89,10,10,9,1,426.52,184683.16
PO00853,2024-08-12,S007,P0047,482,14,Supplier_G,Japan,0.75,12,12,2,1,337.73,162785.86000000002
PO00854,2025-04-15,S005,P0037,367,27,Supplier_E,USA,0.89,3,3,24,1,358.56,131591.52
PO00855,2024-01-03,S013,P0019,311,28,Supplier_M,Germany,0.77,6,6,22,1,289.52,90040.72
PO00856,2025-01-10,S016,P0013,408,23,Supplier_P,USA,0.89,17,17,6,1,422.72,172469.76
PO00857,2025-02-20,S006,P0020,153,14,Supplier_F,India,0.7,7,7,7,1,265.21,40577.13
PO00858,2023-04-21,S019,P0017,145,22,Supplier_S,USA,0.86,9,9,13,1,366.36,53122.200000000004
PO00859,2023-02-17,S018,P0027,373,19,Supplier_R,Germany,0.89,9,9,10,1,307.45,114678.84999999999
PO00860,2024-02-10,S011,P0004,362,19,Supplier_K,USA,0.77,7,7,12,1,418.27,151413.74
PO00861,2023-03-28,S015,P0031,296,22,Supplier_O,India,0.92,8,8,14,1,17.66,5227.36
PO00862,2025-03-15,S009,P0026,457,6,Supplier_I,Germany,0.9,15,15,-9,0,482.98,220721.86000000002
PO00863,2025-01-14,S019,P0037,269,14,Supplier_S,USA,0.86,3,3,11,1,358.56,96452.64
PO00864,2023-09-06,S012,P0001,151,11,Supplier_L,Germany,0.91,5,5,6,1,128.1,19343.1
PO00865,2024-07-08,S014,P0012,165,17,Supplier_N,Germany,0.79,11,11,6,1,25.34,4181.1
PO00866,2023-02-14,S017,P0042,356,14,Supplier_Q,India,0.95,8,8,6,1,458.33,163165.47999999998
PO00867,2023-08-12,S018,P0045,116,24,Supplier_R,Germany,0.89,7,7,17,1,56.75,6583.0
PO00868,2025-08-18,S003,P0016,460,27,Supplier_C,USA,0.7,15,15,12,1,464.06,213467.6
PO00869,2024-10-05,S017,P0034,428,17,Supplier_Q,India,0.95,13,13,4,1,153.81,65830.68000000001
PO00870,2024-05-05,S015,P0024,220,26,Supplier_O,India,0.92,13,13,13,1,274.45,60379.0
PO00871,2024-07-22,S014,P0041,303,24,Supplier_N,Germany,0.79,9,9,15,1,329.03,99696.09
